Date;CowID;Fatness
07.06.2020;RU3110204130550;3,25
07.06.2020;RU3110204130711;3,25
07.06.2020;RU3111005017435;3,00
07.06.2020;RU3111005017772;3,00
07.06.2020;RU3110204130357;3,25
07.06.2020;RU3110204130189;3,00
07.06.2020;RU3110204121798;3,25
07.06.2020;RU3110204130155;3,25
07.06.2020;RU3110204140593;3,00
07.06.2020;RU3110204120440;3,25
07.06.2020;RU3110204130493;3,25
07.06.2020;RU3110204121669;3,00
07.06.2020;RU3110204121120;2,75
07.06.2020;RU3110204130424;3,25
07.06.2020;RU3110204120505;3,00
07.06.2020;RU3110204121146;3,00
07.06.2020;RU3110204121090;3,25
07.06.2020;RU3110204121010;3,00
07.06.2020;RU3110204130811;3,25
07.06.2020;RU3110204140585;3,25
07.06.2020;RU3110204130816;3,00
07.06.2020;RU3110204121768;3,00
07.06.2020;RU3110204120555;3,00
07.06.2020;RU3110204121113;3,00
07.06.2020;RU3110204121065;3,25
07.06.2020;RU3110204140547;3,00
07.06.2020;RU3110204140565;3,00
07.06.2020;RU3110204121263;3,00
07.06.2020;RU3110204121708;3,00
07.06.2020;RU3110204121801;3,00
07.06.2020;RU3110204121835;2,75
07.06.2020;NL0676374920;3,25
07.06.2020;RU3110204121265;3,25
07.06.2020;RU3101100502663;3,25
07.06.2020;RU3110204130734;3,25
07.06.2020;RU3110204140519;3,00
07.06.2020;RU3110204130913;3,00
07.06.2020;RU3110204120853;3,25
07.06.2020;RU3110204121563;3,25
07.06.2020;RU3110204130677;3,25
07.06.2020;RU3110204121053;3,25
07.06.2020;RU3110204012874;3,00
07.06.2020;RU3110204130572;3,25
07.06.2020;NL0661765498;3,00
07.06.2020;RU3110204120434;3,25
07.06.2020;RU3110204130803;3,25
07.06.2020;RU3110204130792;3,25
07.06.2020;RU3110204130498;3,25
07.06.2020;RU3110204121784;3,00
07.06.2020;RU3110204121458;3,25
07.06.2020;RU3110204121532;3,00
07.06.2020;RU3110204130369;3,00
07.06.2020;RU3110204120832;3,50
07.06.2020;RU3110204121239;3,25
07.06.2020;RU3110204120272;3,25
07.06.2020;RU3110204121623;3,00
07.06.2020;RU3101100516325;3,25
07.06.2020;RU3110204130631;3,50
07.06.2020;RU3110204130041;3,25
07.06.2020;RU3110204140500;3,00
07.06.2020;RU3110204121505;3,00
07.06.2020;RU3110204130761;3,25
07.06.2020;RU3110204120904;3,00
07.06.2020;RU3101100502880;3,00
07.06.2020;RU3110204130324;3,50
07.06.2020;RU3110204121314;3,25
07.06.2020;RU3110204121159;3,25
07.06.2020;NL0758855932;3,00
07.06.2020;RU3111501009812;3,00
07.06.2020;RU3110204121553;3,00
07.06.2020;RU3101020408886;3,25
07.06.2020;RU3101100502843;3,25
07.06.2020;RU3101100502808;2,75
07.06.2020;RU3110204121689;3,25
07.06.2020;RU3110204120467;3,25
08.06.2020;RU3101100546670;3,00
08.06.2020;RU3101100546566;3,00
08.06.2020;RU3101100546588;3,00
08.06.2020;RU3101100546654;3,00
08.06.2020;NL0869187535;3,50
08.06.2020;RU3111005007332;3,25
08.06.2020;NL0945431479;3,25
08.06.2020;NL0871999555;3,50
08.06.2020;NL0618750720;3,50
08.06.2020;NL0728862522;3,50
08.06.2020;DE0358446421;3,50
08.06.2020;RU3111005008442;3,25
08.06.2020;RU3111005007665;3,50
08.06.2020;NL0642130886;3,50
08.06.2020;RU3111005007154;3,50
08.06.2020;RU3111005008140;3,50
08.06.2020;NL0670100367;3,50
08.06.2020;NL0615041063;3,50
08.06.2020;RU3110204121324;3,25
10.06.2020;DE0360846907;3,00
10.06.2020;DE1504307950;3,00
10.06.2020;DE0360504082;3,00
10.06.2020;DE0360386407;3,25
10.06.2020;DE0360750862;3,00
10.06.2020;DE0360305790;3,00
10.06.2020;DE1405907706;3,00
10.06.2020;DE1603957795;3,25
10.06.2020;DE0360822366;3,00
10.06.2020;NL0735277168;3,00
10.06.2020;DE0360504083;3,25
10.06.2020;DE0361168994;3,25
10.06.2020;DE1305805576;3,00
10.06.2020;DE0361336265;3,00
10.06.2020;RU3111005017116;3,00
10.06.2020;RU3111005017292;3,00
10.06.2020;DE0360736996;3,00
10.06.2020;NL0918627630;3,25
10.06.2020;RU3111005017322;3,25
10.06.2020;NL0582308859;3,00
10.06.2020;DE0360910350;3,00
10.06.2020;DE1603957677;3,00
10.06.2020;DE1604024543;3,00
10.06.2020;DE1405844556;3,00
10.06.2020;DE0361091599;3,00
10.06.2020;RU3111005017742;3,00
10.06.2020;DE0361465349;3,00
10.06.2020;DE0360737002;3,00
10.06.2020;NL0619007045;3,00
10.06.2020;DE0360732427;3,00
10.06.2020;NL0631547448;3,00
10.06.2020;DE0360406706;3,25
10.06.2020;RU3111005007458;3,00
10.06.2020;NL0899099765;3,00
10.06.2020;RU3111005017311;3,00
10.06.2020;RU3111005017511;3,00
10.06.2020;DE0360256957;3,25
10.06.2020;RU3111005017466;3,00
10.06.2020;DE0359870791;3,00
10.06.2020;DE0360915406;3,00
10.06.2020;NL0964546848;3,25
10.06.2020;NL0741884107;3,00
10.06.2020;DE0538921787;3,50
10.06.2020;NL0766287206;3,75
10.06.2020;NL0760169388;3,25
10.06.2020;RU3110204121370;3,00
10.06.2020;RU3110204130489;3,25
10.06.2020;NL0751945128;3,50
10.06.2020;NL0606644031;3,25
10.06.2020;NL0625576892;3,00
10.06.2020;DE0539170628;3,25
10.06.2020;DE1603799845;3,50
10.06.2020;NL0875490300;4,00
10.06.2020;NL0615000792;3,50
10.06.2020;NL0945674771;3,75
10.06.2020;NL0729749822;3,50
10.06.2020;RU3111005007220;3,50
10.06.2020;NL0750354291;3,50
10.06.2020;NL0944837614;3,50
11.06.2020;RU3111005007378;3,50
11.06.2020;NL0656934261;3,50
11.06.2020;DE0538831218;3,75
15.06.2020;RU3110204120393;3,25
15.06.2020;NL0637061494;3,50
15.06.2020;RU3111005007514;3,25
15.06.2020;NL0626402637;3,50
15.06.2020;RU3111005007541;3,25
15.06.2020;DE0539225739;3,50
15.06.2020;NL6994362293;3,50
15.06.2020;NL0639715810;3,75
17.06.2020;DE0359064920;3,50
17.06.2020;RU3111005007875;3,25
17.06.2020;NL0742985216;3,50
17.06.2020;NL0359168417;3,50
17.06.2020;NL0684604239;3,25
17.06.2020;DE0539165845;3,25
17.06.2020;NL0938886422;3,50
17.06.2020;NL0670626546;4,00
17.06.2020;RU3111005007002;3,25
17.06.2020;DE0537930213;3,75
17.06.2020;NL0878488601;3,75
17.06.2020;NL0683906297;3,50
17.06.2020;DE0539294203;3,75
17.06.2020;NL0843140480;3,75
17.06.2020;NL0684269920;3,50
17.06.2020;NL0662197010;3,50
17.06.2020;NL0625406087;3,50
17.06.2020;NL0677023946;3,50
17.06.2020;NL0741728951;3,25
17.06.2020;NL0674053197;3,50
17.06.2020;NL0653336806;3,25
17.06.2020;NL0881488506;3,50
18.06.2020;RU3111005008800;3,00
18.06.2020;NL0597711512;3,25
18.06.2020;NL0678981436;3,50
18.06.2020;RU3111005007127;3,50
18.06.2020;NL0730004996;3,00
18.06.2020;RU3111005007089;3,00
18.06.2020;NL0722472604;3,25
18.06.2020;RU3111005007105;3,25
18.06.2020;NL0713748743;3,50
18.06.2020;RU3101100548436;3,50
18.06.2020;RU3101100546211;3,00
18.06.2020;RU3101100548691;3,25
18.06.2020;RU3110204122535;3,25
18.06.2020;RU3111005017342;3,25
18.06.2020;RU3111005007188;3,25
18.06.2020;RU3111005017447;3,00
18.06.2020;DE1405715686;2,50
18.06.2020;NL0713794784;3,00
18.06.2020;RU3111005017157;3,00
18.06.2020;NL0665354384;2,75
18.06.2020;RU3111005007404;3,50
18.06.2020;NL0687402100;3,50
18.06.2020;NL0750331263;3,25
18.06.2020;RU3111005017146;3,25
18.06.2020;RU3111005008028;3,25
18.06.2020;DE0360893374;3,00
18.06.2020;RU3111005003148;3,50
18.06.2020;RU3111005007077;3,00
18.06.2020;NL0682539580;3,50
18.06.2020;NL0883308833;3,00
18.06.2020;RU3111005003194;3,50
18.06.2020;DE1504238791;3,25
18.06.2020;RU3111005007226;3,50
18.06.2020;NL0679516570;3,50
22.06.2020;RU3111005046185;3,50
22.06.2020;RU3101100546229;3,50
22.06.2020;RU3111005048509;3,25
22.06.2020;RU3101100548563;3,75
22.06.2020;NL0548461257;3,25
22.06.2020;NL0625406087;3,25
22.06.2020;NL0677023946;3,75
22.06.2020;NL0916696746;3,25
22.06.2020;RU3111005007426;3,50
22.06.2020;NL0758849290;3,75
22.06.2020;RU3110204121281;3,50
22.06.2020;NL0756476298;3,75
22.06.2020;RU3110204121304;3,75
22.06.2020;RU3110204130633;3,75
23.06.2020;NL0673232238;3,50
23.06.2020;NL0895960171;3,50
23.06.2020;NL0686710817;3,50
23.06.2020;NL0664747925;3,25
23.06.2020;RU3111005007657;3,25
23.06.2020;RU3111005003194;3,50
23.06.2020;RU3111005008296;3,25
23.06.2020;NL0752250504;3,50
23.06.2020;RU3111005007065;3,25
23.06.2020;RU3111005003148;3,50
23.06.2020;RU3111005007622;3,50
23.06.2020;NL0742359288;3,25
23.06.2020;DE0361168993;3,25
23.06.2020;DE0539356426;3,25
23.06.2020;NL0740511800;3,50
23.06.2020;RU3111005007106;3,25
23.06.2020;RU3111005017711;3,50
23.06.2020;DE0360531123;3,00
23.06.2020;RU3111005017002;3,50
23.06.2020;DE1504307946;3,25
23.06.2020;RU3111005007530;3,00
23.06.2020;RU3111005017102;3,00
23.06.2020;RU3111005007406;3,25
23.06.2020;DE0360875445;3,00
23.06.2020;DE0360783810;3,00
23.06.2020;RU3101100502752;3,25
23.06.2020;DE0360445735;3,00
23.06.2020;DE0360806274;3,00
23.06.2020;DE1263553701;3,00
23.06.2020;RU3111005017236;3,25
23.06.2020;RU3111005007044;3,00
23.06.2020;RU3111005007438;3,00
23.06.2020;NL1603660244;3,00
23.06.2020;DE1603957730;3,00
23.06.2020;NL0728508309;3,00
23.06.2020;NL0865718115;3,00
23.06.2020;NL0945355388;3,50
23.06.2020;DE0360758101;3,00
23.06.2020;RU3111005017091;3,25
23.06.2020;NL0738324133;3,00
23.06.2020;NL0944913200;3,00
23.06.2020;RU3111005007571;3,25
23.06.2020;NL0948487987;3,25
23.06.2020;RU3111005017065;3,25
23.06.2020;RU3111005007673;3,00
23.06.2020;RU3111005017789;3,25
23.06.2020;RU3111005017092;3,00
23.06.2020;RU3111005017162;3,00
23.06.2020;NL0883304918;3,25
23.06.2020;RU3111005007163;3,00
23.06.2020;NL0750776976;3,50
23.06.2020;NL0895960265;3,50
23.06.2020;NL0621122646;3,25
24.06.2020;RU3111005007665;3,25
24.06.2020;NL0599711134;3,50
24.06.2020;RU3111005003219;3,50
24.06.2020;NL0943848514;3,50
24.06.2020;NL0739361559;3,50
24.06.2020;RU3111005007578;3,50
24.06.2020;NL0936600440;3,50
24.06.2020;RU3111005008675;3,50
24.06.2020;DE0539280945;3,50
24.06.2020;NL0870520936;3,50
24.06.2020;NL0685647095;3,50
24.06.2020;NL0883344983;3,50
24.06.2020;NL0669643426;3,50
24.06.2020;NL0615059585;3,50
24.06.2020;NL0682923923;3,50
25.06.2020;NL0866844310;3,00
25.06.2020;NL0633025441;3,25
25.06.2020;DE0360180694;3,50
25.06.2020;NL0598203010;3,25
25.06.2020;DE0360296689;3,00
25.06.2020;RU3111005003340;3,25
25.06.2020;RU3101051003192;3,25
25.06.2020;NL0671772655;3,50
25.06.2020;NL0885538021;3,00
25.06.2020;NL0933820829;3,00
25.06.2020;RU3111005007278;3,00
25.06.2020;NL0562291399;3,00
25.06.2020;RU3101100503396;3,00
25.06.2020;RU3101100546670;3,00
25.06.2020;RU3101100547786;3,00
25.06.2020;RU3101100546590;2,25
25.06.2020;RU3101100547780;3,50
25.06.2020;RU3101100546588;3,00
25.06.2020;RU3110204122508;3,50
25.06.2020;RU3110204122886;3,50
25.06.2020;RU3101100548807;3,50
25.06.2020;RU3111005046170;3,50
25.06.2020;RU3110204122885;3,50
25.06.2020;RU3111005046294;3,50
25.06.2020;RU3110204140850;3,50
25.06.2020;RU3111005048361;3,25
25.06.2020;RU3101100546529;2,75
25.06.2020;RU3110204122489;4,00
25.06.2020;RU3101100546412;3,00
25.06.2020;RU3110204122669;2,50
25.06.2020;RU3101100546446;3,00
25.06.2020;RU3101100546681;2,00
25.06.2020;RU3111005046301;3,25
25.06.2020;RU3101100547029;2,00
27.06.2020;RU3101100547786;3,00
27.06.2020;RU3101100547780;3,50
29.06.2020;NL0582152908;3,25
29.06.2020;RU3110204121422;3,00
29.06.2020;RU3111005007600;3,25
29.06.2020;DE0357891025;3,25
29.06.2020;NL0729916293;3,50
29.06.2020;NL0843416785;3,50
29.06.2020;NL0925267032;3,25
29.06.2020;NL0744156821;3,25
29.06.2020;NL0678555008;3,75
29.06.2020;NL0763314176;3,25
29.06.2020;RU3110204130702;3,25
30.06.2020;RU3111005007152;3,00
30.06.2020;DE1504238791;3,25
30.06.2020;NL0644984641;3,00
30.06.2020;NL0678981436;3,25
30.06.2020;NL0753352072;3,00
30.06.2020;NL0937274424;3,00
30.06.2020;RU3111005007120;3,25
30.06.2020;DE0360296689;3,00
30.06.2020;HU3372974186;3,00
30.06.2020;NL0722472604;3,25
30.06.2020;DE1603799870;3,25
30.06.2020;NL0670413412;3,25
30.06.2020;NL0940777152;3,00
30.06.2020;RU3111005008547;3,00
30.06.2020;RU3111005007105;3,50
30.06.2020;RU3111005007053;3,00
30.06.2020;RU3101051003192;3,25
30.06.2020;RU3111005007278;3,00
01.07.2020;NL0875976538;3,25
01.07.2020;NL0841967111;3,50
01.07.2020;NL0964546848;3,25
01.07.2020;NL0654323126;3,25
01.07.2020;RU3110204121289;3,50
01.07.2020;RU3111005007555;3,00
01.07.2020;NL0671028154;3,25
01.07.2020;RU3111005007454;3,50
01.07.2020;DE0539112825;3,25
01.07.2020;NL0879312990;3,25
01.07.2020;NL0694344307;3,25
01.07.2020;NL0659612430;3,50
01.07.2020;NL0665754298;3,50
01.07.2020;NL0664071507;3,25
01.07.2020;NL0644763273;3,50
01.07.2020;NL0887819687;3,50
01.07.2020;RU3111005008708;3,50
01.07.2020;RU3111005007117;3,50
01.07.2020;NL0843145757;3,50
01.07.2020;RU3111005007992;3,25
01.07.2020;RU3111005007211;3,50
01.07.2020;NL0744878040;3,25
01.07.2020;NL0566006230;3,50
01.07.2020;NL7323593483;3,50
01.07.2020;NL0576841355;3,50
01.07.2020;RU3111005008903;3,50
01.07.2020;NL0733820489;3,25
01.07.2020;NL0655144922;3,50
01.07.2020;NL0729119474;3,25
02.07.2020;RU3111005017193;3,25
02.07.2020;NL0932547718;3,00
02.07.2020;NL0717930128;3,00
03.07.2020;NL0733413380;3,00
03.07.2020;NL0621122406;3,50
06.07.2020;DE0360333842;3,00
06.07.2020;NL0869187737;3,00
06.07.2020;DE0360418080;3,00
06.07.2020;DE0539413321;3,00
06.07.2020;HU3372974186;3,25
06.07.2020;RU3111005008296;3,25
06.07.2020;RU3111005007120;3,25
06.07.2020;NL0741728951;3,50
06.07.2020;NL0753352072;3,25
06.07.2020;NL0670413412;3,25
06.07.2020;NL0678981436;3,25
06.07.2020;RU3111005007105;3,25
06.07.2020;NL0654951655;3,25
06.07.2020;RU3111005007099;3,00
06.07.2020;RU3111005003293;3,00
06.07.2020;DE0360806274;3,00
06.07.2020;NL0879376888;3,25
06.07.2020;NL0654951578;3,25
06.07.2020;RU3111005017023;3,25
06.07.2020;DE1504195997;3,00
06.07.2020;NL0564707230;3,00
06.07.2020;RU3111005017751;3,00
06.07.2020;NL0745087274;3,00
06.07.2020;NL0730745350;3,00
06.07.2020;NL0598475176;3,00
06.07.2020;NL0562221473;3,00
06.07.2020;DE0358485844;3,00
06.07.2020;DE0360718327;3,00
06.07.2020;NL0668706968;3,00
06.07.2020;RU3111005017067;3,00
06.07.2020;RU3101100503394;3,00
06.07.2020;NL0899305143;3,00
06.07.2020;RU3111005003547;3,50
06.07.2020;NL0746729005;3,75
06.07.2020;RU3110204121405;3,00
07.07.2020;RU3111005008118;3,00
07.07.2020;DE0360297165;3,25
07.07.2020;NL0866844310;3,25
07.07.2020;NL0932547718;3,00
08.07.2020;RU3101090119754;2,75
08.07.2020;RU3101090118424;3,25
08.07.2020;RU3101090119882;3,25
08.07.2020;DE0358664407;3,50
08.07.2020;RU3101090117318;3,25
08.07.2020;NL0763360939;3,25
08.07.2020;NL0642116329;3,50
08.07.2020;DE1603799821;3,50
08.07.2020;RU3111005008968;3,50
08.07.2020;NL0736445348;3,50
08.07.2020;NL0924607213;3,75
08.07.2020;NL0687252233;3,50
08.07.2020;DE1603709076;3,50
08.07.2020;DE0360504083;3,00
08.07.2020;DE0360406706;3,00
08.07.2020;RU3111005017292;3,25
08.07.2020;DE0359870791;3,25
08.07.2020;RU3111005017311;3,00
08.07.2020;DE1603957677;3,00
08.07.2020;DE0360737002;3,25
08.07.2020;DE1504307950;3,00
08.07.2020;DE0360305790;3,00
08.07.2020;DE1405907706;3,00
08.07.2020;DE0360697107;3,25
08.07.2020;RU3111005017116;3,00
08.07.2020;NL0754076476;3,25
08.07.2020;NL0762055483;3,50
08.07.2020;NL0750746094;3,25
08.07.2020;NL0669615348;3,25
08.07.2020;NL0594873895;3,50
08.07.2020;NL0761535054;3,25
08.07.2020;NL0616011841;3,75
08.07.2020;NL0946955127;3,25
08.07.2020;DE0358688192;3,50
08.07.2020;NL0671028154;3,25
08.07.2020;NL0874510551;3,75
08.07.2020;NL0758134545;2,75
08.07.2020;NL0687641417;3,50
09.07.2020;NL0743452069;3,00
09.07.2020;NL0717935279;3,00
09.07.2020;DE1603820318;3,00
09.07.2020;DE0360642869;3,00
09.07.2020;RU3111005017044;3,25
09.07.2020;DE0360688778;3,00
09.07.2020;NL0587335092;3,25
09.07.2020;RU3111005017299;3,00
09.07.2020;DE0539013898;3,00
09.07.2020;RU3111005002943;3,00
09.07.2020;RU3111005007265;3,00
09.07.2020;NL0747923026;3,00
09.07.2020;RU3111005007589;3,00
09.07.2020;DE0360729465;3,00
09.07.2020;NL0899164955;3,00
09.07.2020;NL0874158724;3,00
09.07.2020;RU3101090119709;3,50
09.07.2020;RU3101090117357;3,25
09.07.2020;RU3101090119859;3,50
09.07.2020;RU3101090119800;3,50
09.07.2020;RU3101090118501;3,25
09.07.2020;RU3101090127777;3,50
09.07.2020;RU3101090116582;3,50
09.07.2020;RU3101090116430;3,25
09.07.2020;RU3101090118426;3,50
09.07.2020;RU3101090117597;3,25
09.07.2020;RU3101090127431;3,50
09.07.2020;RU3101090118567;3,25
09.07.2020;RU3101090118633;3,50
09.07.2020;RU3101090117503;3,25
09.07.2020;RU3101090128821;3,50
09.07.2020;RU3101090119695;3,25
09.07.2020;RU3101090118500;3,50
11.07.2020;RU3101100548691;3,50
14.07.2020;RU3101090119126;3,00
14.07.2020;RU3101090118630;3,25
14.07.2020;RU3101090118592;3,25
14.07.2020;RU3101090127698;3,25
14.07.2020;DE0358644421;3,50
14.07.2020;RU3101090173857;3,50
14.07.2020;DE0358690811;3,25
14.07.2020;RU3101090125311;3,25
14.07.2020;RU3101090124588;3,25
14.07.2020;DE0358669151;2,75
14.07.2020;RU3101090125877;3,25
14.07.2020;RU3101090118600;3,25
14.07.2020;DE0358638687;2,50
14.07.2020;RU3111005003293;3,50
14.07.2020;HU3088485534;3,50
14.07.2020;DE0358870593;3,25
14.07.2020;RU3111005007065;3,25
14.07.2020;NL0714639695;3,25
14.07.2020;NL0752250504;3,50
14.07.2020;RU3111005007219;3,25
14.07.2020;RU3101100503396;3,25
14.07.2020;NL0598203010;3,00
14.07.2020;RU3111005008851;3,25
14.07.2020;RU3111005008274;3,25
14.07.2020;NL6287436463;3,50
14.07.2020;RU3111005007278;3,00
14.07.2020;RU3111005003340;3,50
14.07.2020;NL0623396434;3,25
14.07.2020;NL0671772655;3,50
14.07.2020;NL0744533118;3,50
14.07.2020;DE0360296689;3,50
14.07.2020;NL0748240988;3,50
14.07.2020;NL0885538021;3,00
14.07.2020;NL0744599862;3,50
15.07.2020;NL0964546848;3,25
15.07.2020;NL0728203233;3,75
15.07.2020;RU3101090117760;3,25
15.07.2020;RU3101090117747;2,75
15.07.2020;RU3101090118115;3,25
15.07.2020;RU3101090102525;3,00
15.07.2020;NL0932815019;3,50
15.07.2020;RU3101090116879;3,00
15.07.2020;RU3101090117121;3,25
15.07.2020;RU3101090117005;3,25
15.07.2020;RU3101090118053;3,75
15.07.2020;RU3101090115880;3,00
15.07.2020;RU3101090117075;3,00
15.07.2020;RU3111005006202;2,75
15.07.2020;RU3101090117017;3,75
15.07.2020;NL0582280564;3,50
15.07.2020;NL0869965809;3,25
15.07.2020;RU3101090109824;3,25
15.07.2020;NL0620213761;3,50
15.07.2020;DE1405794483;3,50
15.07.2020;NL0582308859;3,50
15.07.2020;NL0642130886;3,50
15.07.2020;DE1504473388;3,25
15.07.2020;RU3101100503153;3,75
15.07.2020;DE0360180700;3,25
15.07.2020;NL0943736024;3,50
15.07.2020;DE0358802056;3,75
15.07.2020;RU3111005007458;3,25
15.07.2020;NL0728862522;3,50
15.07.2020;NL0615041063;3,25
15.07.2020;NL0619007045;3,75
15.07.2020;DE0360499100;3,00
15.07.2020;RU3111005017281;3,00
15.07.2020;DE0360736996;3,25
15.07.2020;RU3111005017280;3,25
15.07.2020;RU3111005017083;3,00
15.07.2020;DE0360915406;3,25
15.07.2020;DE0360504082;3,50
15.07.2020;DE0361091599;3,25
15.07.2020;RU3111005007632;3,75
15.07.2020;DE0360910350;3,25
15.07.2020;NL0871999555;3,50
15.07.2020;RU3111005008140;3,50
15.07.2020;RU3111005007641;3,50
15.07.2020;NL0649258945;3,50
15.07.2020;DE0360688605;3,25
15.07.2020;RU3111005007534;3,25
15.07.2020;NL0721581132;3,25
15.07.2020;NL0588625482;3,25
15.07.2020;DE0360693837;3,00
15.07.2020;RU3101090119124;3,25
15.07.2020;RU3101090119087;3,25
15.07.2020;RU3101090125767;3,25
15.07.2020;RU3101090173563;3,75
15.07.2020;RU3101090119159;3,25
15.07.2020;RU3101090124183;3,50
15.07.2020;RU3101090125113;3,25
15.07.2020;DE0358643629;3,50
15.07.2020;RU3101090119093;3,25
15.07.2020;NL0765159687;3,50
15.07.2020;NL0844341907;3,50
15.07.2020;DE0358446421;3,50
15.07.2020;RU3111005007154;3,50
16.07.2020;NL0668452357;3,50
16.07.2020;RU3111005017777;3,00
16.07.2020;RU3111005007095;3,50
16.07.2020;NL0665228940;3,50
16.07.2020;RU3111005017683;3,00
16.07.2020;NL0668046509;3,75
16.07.2020;NL0649275069;3,50
16.07.2020;RU3101090116901;3,25
16.07.2020;RU3101090116342;3,50
16.07.2020;RU3101090118678;3,25
16.07.2020;RU3101090115611;3,50
16.07.2020;RU3101090116622;3,75
16.07.2020;RU3101090116984;3,00
16.07.2020;RU3101090117975;3,25
16.07.2020;RU3101090116881;3,75
16.07.2020;DE0360915385;3,25
16.07.2020;RU3101090127431;3,50
16.07.2020;DE0360311853;3,00
16.07.2020;RU3101090125576;3,50
16.07.2020;RU3101090117689;3,75
16.07.2020;RU3101090119712;3,25
16.07.2020;RU3101090127784;3,00
16.07.2020;DE0360311845;3,00
16.07.2020;RU3101090118348;3,50
16.07.2020;DE0035869050;3,25
16.07.2020;RU3101090119718;3,00
16.07.2020;DE0360736992;3,25
16.07.2020;DE0361009106;3,50
16.07.2020;RU3101090117679;3,00
16.07.2020;RU3101090117637;3,25
16.07.2020;DE0358620711;3,50
16.07.2020;RU3101090118622;3,25
16.07.2020;RU3101090129020;3,25
16.07.2020;DE0360710810;3,25
16.07.2020;RU3101090118487;3,75
16.07.2020;RU3101090119793;3,25
16.07.2020;RU3101090119695;3,25
16.07.2020;DE0361000098;3,50
20.07.2020;RU3111005017489;3,00
20.07.2020;NL0623396434;3,50
20.07.2020;RU3111005008296;3,25
20.07.2020;RU3101090118057;3,50
20.07.2020;RU3101090116177;3,00
20.07.2020;RU3101090117860;3,50
20.07.2020;RU3101090118232;3,00
20.07.2020;DE0360411470;3,00
20.07.2020;DE0360717243;3,75
20.07.2020;NL0751824492;3,50
20.07.2020;RU3111005003501;2,75
20.07.2020;NL0712657727;3,50
20.07.2020;NL0923361705;3,50
20.07.2020;RU3111005003539;3,25
20.07.2020;RU3110204121408;2,75
20.07.2020;NL0549606842;3,25
21.07.2020;RU3101090118313;3,50
21.07.2020;DE0360870648;3,50
21.07.2020;DE0360870639;3,25
21.07.2020;RU3101090118297;3,50
21.07.2020;DE0360778425;3,25
21.07.2020;RU3101090119083;3,25
21.07.2020;DE0359842102;3,50
21.07.2020;RU3101090119537;3,25
21.07.2020;RU3101090118809;3,75
21.07.2020;RU3101090116563;3,00
21.07.2020;DE0360789173;3,00
21.07.2020;DE0360354802;3,00
21.07.2020;DE0358674341;3,25
21.07.2020;RU3101090127713;3,25
21.07.2020;RU3101090119668;3,25
21.07.2020;RU3101090117212;3,25
21.07.2020;RU3101090119212;3,25
21.07.2020;RU3101090119015;3,25
21.07.2020;RU3101090119531;3,00
21.07.2020;DE0358654617;3,00
21.07.2020;DE0360636304;3,25
21.07.2020;DE0360557129;3,00
21.07.2020;RU3101090127720;3,00
21.07.2020;RU3101090119122;3,25
21.07.2020;DE0540157385;3,00
21.07.2020;RU3111005008808;3,00
21.07.2020;NL0686710817;3,50
21.07.2020;NL0895960171;3,50
21.07.2020;RU3111005017252;3,25
21.07.2020;RU3111005007508;3,25
21.07.2020;DE0361336265;3,00
21.07.2020;NL0670481109;3,50
21.07.2020;RU3111005017044;3,25
21.07.2020;DE0360126249;3,00
21.07.2020;DE1603691237;3,25
21.07.2020;NL0729749822;3,25
21.07.2020;NL0764730809;3,25
21.07.2020;DE0359620383;3,25
21.07.2020;NL0631547448;3,00
21.07.2020;NL0741722201;3,25
21.07.2020;DE1603799833;3,50
21.07.2020;NL0899099765;3,25
21.07.2020;NL0677811310;3,50
21.07.2020;NL0665228940;3,50
21.07.2020;DE0360732427;3,25
21.07.2020;DE0360822366;3,25
21.07.2020;NL0633759470;3,25
21.07.2020;DE0539339018;3,00
21.07.2020;NL0945470869;3,50
21.07.2020;DE0360297165;3,00
21.07.2020;DE0360386407;3,00
21.07.2020;NL0587552297;3,50
21.07.2020;DE0361078061;3,25
21.07.2020;NL0598730051;3,50
21.07.2020;RU3111005017511;3,25
21.07.2020;DE0361465349;3,25
21.07.2020;RU3111005009006;3,50
21.07.2020;RU3111005007089;3,25
21.07.2020;RU3111005003194;3,75
21.07.2020;DE0360256957;3,25
21.07.2020;NL0737280579;3,50
21.07.2020;NL0741796314;3,50
21.07.2020;DE1604024543;3,00
21.07.2020;NL0717935279;3,50
21.07.2020;NL0874158647;3,50
21.07.2020;RU3111005008800;3,25
21.07.2020;DE0358928019;3,25
21.07.2020;NL0735277168;3,50
21.07.2020;RU3111005007081;3,25
21.07.2020;NL0918627630;3,25
21.07.2020;RU3111005007127;3,25
21.07.2020;RU3111005007539;3,50
21.07.2020;RU3111005007570;3,50
21.07.2020;DE1603957795;3,25
21.07.2020;NL0945355388;3,50
21.07.2020;RU3111005017196;3,25
21.07.2020;DE0360750862;3,00
21.07.2020;DE0361168994;3,25
21.07.2020;DE0360846907;3,25
22.07.2020;RU3111005007545;3,50
22.07.2020;RU3111005007412;3,50
22.07.2020;NL0918627616;3,25
22.07.2020;NL0944831539;3,25
22.07.2020;RU3111005008547;3,25
22.07.2020;RU3111005007318;3,50
22.07.2020;RU3101090118177;3,75
22.07.2020;RU3101090115137;4,25
22.07.2020;RU3101090116866;3,50
22.07.2020;NL0932815019;3,25
22.07.2020;NL0764515941;4,00
22.07.2020;NL0760169388;3,25
22.07.2020;RU3111005003509;3,50
22.07.2020;NL0935908026;3,75
22.07.2020;DE0358448271;3,75
