Date;CowID;LamenessSchema;Drug;LamenessDays
12.03.2021;RU3101090116356;Схема №3.41 Артрит;ЦЕФК 3Q;7
12.03.2021;DE0358632691;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
12.03.2021;RU3101090120068;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
12.03.2021;DE0359963109;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
12.03.2021;RU3101090117497;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
12.03.2021;RU3101090116629;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
12.03.2021;DE0360760826;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
12.03.2021;RU3101090126584;Схема №3.5 Флегмона;СХ3.5.4;7
12.03.2021;RU3101150140100;Схема №3.5 Флегмона;СХ3.5.2;7
12.03.2021;RU3101090127969;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
12.03.2021;RU3101090128914;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
12.03.2021;NL0749836430;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
12.03.2021;RU3110204121405;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
12.03.2021;DE0357891025;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
12.03.2021;RU3101100502843;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
12.03.2021;NL0676374920;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
12.03.2021;RU3101100546634;Схема №3.41 Артрит;БЕНСТ.4Q;7
12.03.2021;NL0876411030;Схема №3 Язва Рустергольца;YAZ+K.3Q;8
12.03.2021;RU3111005007105;Схема №2 Язва Рустергольца;YAZVA.3Q;8
12.03.2021;NL0879312736;Схема №2 Язва Рустергольца;YAZVA.3Q;8
12.03.2021;DE0361212416;Схема №2 Язва Рустергольца;YAZVA.3Q;8
12.03.2021;DE0358485844;Схема №2 Язва Рустергольца;YAZVA.4Q;8
13.03.2021;RU3101090127436;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
13.03.2021;RU3101090128703;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
13.03.2021;RU3101090124877;Нет схемы;ЯЗВ+К.4Q;0
13.03.2021;RU3101150173924;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
13.03.2021;RU3101090124877;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
13.03.2021;RU3101090125891;Нет схемы;ЯЗВ+К.3Q;0
13.03.2021;RU3101090159131;Схема №3.41 Артрит;БЕНСТ.4Q;7
14.03.2021;RU3101090119909;Схема №3.41 Артрит;С3.41.4Q;7
14.03.2021;RU3101090125530;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
14.03.2021;RU3101090125899;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
14.03.2021;RU3101090124877;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
14.03.2021;RU3101090126965;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
14.03.2021;RU3101090127937;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
14.03.2021;RU3101090128803;Схема №3.5 Флегмона;СХ3.5.LH;7
15.03.2021;NL0934253723;Схема №1 Язва Монтелларо;КЛУБН.3,4Q;7
15.03.2021;RU3110204120896;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
15.03.2021;RU3101090119641;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
15.03.2021;RU3101150140099;Схема №3.5 Флегмона;СХ3.5.3;7
15.03.2021;DE0358675881;Схема №3.41 Артрит;С3.41.3Q;7
15.03.2021;RU3101090128254;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
15.03.2021;NL0964546848;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
15.03.2021;NL0949141464;Схема №1 Язва Монтелларо;КЛУБН.4Q Б;7
15.03.2021;NL0875976538;Схема №2 Язва Рустергольца;ЯЗВАР.3Q T;7
15.03.2021;NL0925082505;Схема №2 Язва Рустергольца;ЯЗВАР.3Q T;7
15.03.2021;NL0758134545;Схема №2 Язва Рустергольца;ЯЗВАР.4Q T;7
15.03.2021;RU3101090129084;Схема №3.5 Флегмона;СХ3.5.3;7
15.03.2021;DE0360917183;Схема №3.5 Флегмона;CX3.5.3Q;8
15.03.2021;RU3111005008274;Схема №2 Язва Рустергольца;YAZVA.3Q;8
15.03.2021;RU3110204122175;Схема №3.5 Флегмона;СХ3.5.2Q;7
15.03.2021;RU3110204122094;Схема №3.5 Флегмона;СХ3.5.2Q;7
16.03.2021;NL0749836430;Схема №2 Язва Рустергольца;ЯЗВАР.2Q T;7
16.03.2021;RU3101090118863;Схема №3.41 Артрит;С3.41.4Q;7
16.03.2021;RU3101090119939;Схема №3.41 Артрит;С3.41.3Q;7
16.03.2021;RU3101090124930;Схема №3.5 Флегмона;СХ3.5.3;7
16.03.2021;RU3101150140099;Схема №3.5 Флегмона;СХ3.5;7
16.03.2021;RU3101150109592;Схема №3.5 Флегмона;СХ3.5.3;7
16.03.2021;RU3101150108715;Схема №3.5 Флегмона;СХ3.5.4;7
16.03.2021;RU3101150108236;Схема №3.5 Флегмона;СХ3.5.4;7
16.03.2021;RU3101150109383;Схема №3.5 Флегмона;СХ3.5.4;7
16.03.2021;RU3101150108219;Схема №3.5 Флегмона;СХ3.5.3;7
16.03.2021;RU3101150108523;Схема №3.5 Флегмона;СХ3.5.3;7
16.03.2021;RU3101150106558;Схема №3.5 Флегмона;СХ3.5.4;7
16.03.2021;RU3101150140471;Схема №3.5 Флегмона;СХ3.5.3;7
16.03.2021;RU3110204130810;Схема №3.5 Флегмона;СХ3.5.3Q;7
16.03.2021;NL0749898423;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
16.03.2021;NL0757031788;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;7
16.03.2021;NL0875976538;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
16.03.2021;RU3101090127572;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
16.03.2021;RU3101090119447;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
16.03.2021;RU3101090128436;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
16.03.2021;RU3101090127010;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
16.03.2021;RU3101150108908;Схема №3.5 Флегмона;СХ3.5.4;7
16.03.2021;RU3101150140148;Схема №3.5 Флегмона;СХ3.5.3;7
16.03.2021;RU3101090119030;Схема №3.5 Флегмона;СХ3.5.4;7
16.03.2021;RU3101100548807;Схема №3.41 Артрит;ЦЕФТИО3Q;7
16.03.2021;NL0876411030;Схема №2 Язва Рустергольца;YAZVA.3Q;8
16.03.2021;RU3101100502752;Схема №3 Язва Рустергольца;YAZ+K.1Q;8
17.03.2021;RU3101090119031;Схема №3.41 Артрит;С3.41.4Q;7
17.03.2021;RU3101090117637;Схема №3.41 Артрит;С3.41.2Q;7
17.03.2021;RU3101150140100;Схема №3.5 Флегмона;СХ3.5.2;7
17.03.2021;RU3101150173597;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
17.03.2021;RU3101090124582;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
17.03.2021;RU3101090126584;Схема №3.5 Флегмона;СХ3.5.4;7
17.03.2021;RU3101090126766;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
17.03.2021;RU3110204120917;Схема №3.5 Флегмона;СХ3.5.4Q;7
17.03.2021;RU3101090125937;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
17.03.2021;RU3101090129280;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
17.03.2021;NL0676374920;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
17.03.2021;RU3101090127862;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
17.03.2021;RU3101090129215;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
17.03.2021;RU3111005016213;Схема №1 Язва Монтелларо;КЛУБН.4Q Б;7
18.03.2021;RU3101090120404;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
18.03.2021;RU3101090120068;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
18.03.2021;RU3101090129256;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
18.03.2021;RU3101090129300;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
18.03.2021;RU3101150173833;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
18.03.2021;RU3101090117489;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
18.03.2021;RU3101090126616;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
18.03.2021;RU3101090126298;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
18.03.2021;RU3101100502843;Схема №3.5 Флегмона;СХ3.5.4Q;7
18.03.2021;RU3101150140386;Схема №3.5 Флегмона;СХ3.5.4;7
18.03.2021;RU3101090129425;Схема №3.5 Флегмона;СХ3.5.3;7
18.03.2021;DE0361212416;Схема №2 Язва Рустергольца;YAZVA.3Q;8
19.03.2021;RU3101090102525;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
19.03.2021;RU3101090116629;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
19.03.2021;RU3101090120404;Схема №3.41 Артрит;С3.41.3Q;7
19.03.2021;RU3101090117168;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
19.03.2021;DE0358675881;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
19.03.2021;RU3101090119859;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
19.03.2021;RU3101090116356;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
19.03.2021;RU3111005016213;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
19.03.2021;RU3101090129256;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
19.03.2021;RU3101090128718;Нет схемы;ЯЗВ+К.3Q;0
19.03.2021;RU3101090128796;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
19.03.2021;RU3101100546634;Схема №3.41 Артрит;ЦЕФТ.4Q;7
19.03.2021;NL0736445348;Схема №2 Язва Рустергольца;YAZVA.4Q;8
19.03.2021;RU3111005017189;Схема №2 Язва Рустергольца;YAZVA.4Q;8
19.03.2021;RU3101150166171;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
20.03.2021;NL0764515941;Схема №1 Язва Монтелларо;КЛУБН.4Q Б;7
20.03.2021;NL0751186570;Схема №1 Язва Монтелларо;КЛУБН.3Q Б;7
20.03.2021;RU3111005006202;Схема №2 Язва Рустергольца;ЯЗВАР.3Q T;7
20.03.2021;DE0357891018;Схема №1 Язва Монтелларо;КЛУБН.3Q Б;7
20.03.2021;DE0359242006;Схема №2 Язва Рустергольца;ЯЗВАР.3Q T;7
20.03.2021;NL0928618459;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
20.03.2021;NL0657473044;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;7
20.03.2021;NL0869965809;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
20.03.2021;NL0620411288;Схема №3.5 Флегмона;CX3.5.4Q;8
21.03.2021;RU3110204130439;Схема №3.5 Флегмона;СХ3.5.1Q;7
21.03.2021;RU3101090119909;Схема №3.41 Артрит;С3.41.4Q;7
21.03.2021;RU3101150140099;Схема №3.5 Флегмона;СХ3.5.34;7
21.03.2021;RU3111005016044;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
21.03.2021;RU3111005016377;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
21.03.2021;RU3101150173631;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
22.03.2021;DE0358675881;Схема №3.41 Артрит;С3.41.3;7
22.03.2021;RU3101150140100;Схема №3.5 Флегмона;СХ3.5.2;7
22.03.2021;RU3101090127010;Нет схемы;ЯЗВ+К.4Q;0
22.03.2021;RU3101090126584;Схема №2 Язва Рустергольца;ЯЗВАР.34;7
22.03.2021;RU3101150140100;Схема №2 Язва Рустергольца;ЯЗВАР.2;7
22.03.2021;RU3101090126584;Схема №3.5 Флегмона;СХ3.5.4;7
22.03.2021;RU3101090120404;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
22.03.2021;RU3101090118863;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
22.03.2021;DE0359963109;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
22.03.2021;RU3101090127026;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
22.03.2021;RU3101090125899;Нет схемы;ЯЗВ+К.3Q;0
22.03.2021;RU3101090126481;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
22.03.2021;RU3101090127339;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
22.03.2021;RU3101090116938;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;7
22.03.2021;NL0718123990;Схема №2 Язва Рустергольца;ЯЗВАР.3,4Q;7
22.03.2021;RU3111005016403;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
22.03.2021;RU3111005003359;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
22.03.2021;NL0665436752;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
22.03.2021;RU3101100503646;Схема №2 Язва Рустергольца;4Q ТИЛОМА;7
22.03.2021;RU3101150106281;Схема №3.5 Флегмона;СХ3.5.3;7
22.03.2021;RU3111005008968;Схема №2 Язва Рустергольца;YAZVA.4Q;8
22.03.2021;DE0360732444;Схема №2 Язва Рустергольца;YAZVA.3Q;8
23.03.2021;RU3110204120896;Схема №3.5 Флегмона;СХ3.5.4Q;7
23.03.2021;RU3101090119859;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
23.03.2021;RU3101090120068;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
23.03.2021;RU3101090117497;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
23.03.2021;RU3101090118863;Схема №3.41 Артрит;С3.41.4Q;7
23.03.2021;RU3101090117168;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
23.03.2021;RU3101150140117;Схема №2 Язва Рустергольца;ЯЗВАР.4;7
23.03.2021;RU3101050300890;Схема №2 Язва Рустергольца;ЯЗВАР.3;7
23.03.2021;RU3110204120440;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
23.03.2021;NL0749898423;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
23.03.2021;NL0757031788;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;7
23.03.2021;NL0875976538;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
23.03.2021;RU3101090127462;Нет схемы;ЯЗВ+К.1Q;0
23.03.2021;NL0585924951;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
23.03.2021;RU3101090128965;Нет схемы;ЯЗВ+К.4Q;0
23.03.2021;RU3110204140568;Схема №3.5 Флегмона;СХ3.5.4Q;7
23.03.2021;DE0360729465;Схема №2 Язва Рустергольца;YAZVA.3Q;8
24.03.2021;RU3101090119031;Схема №3.41 Артрит;С3.41.4Q;7
24.03.2021;RU3110204121773;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
24.03.2021;RU3101090128254;Нет схемы;ЯЗВ+К.4Q;0
24.03.2021;RU3101090127209;Нет схемы;ЯЗВ+К.4Q;0
24.03.2021;RU3101090125236;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
24.03.2021;RU3101090127652;Нет схемы;ЯЗВ+К.4Q;0
24.03.2021;RU3101090116307;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
24.03.2021;NL0925272113;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
24.03.2021;NL0768953075;Схема №2 Язва Рустергольца;ЯЗВАР.3QТ;7
24.03.2021;NL0710729358;Схема №2 Язва Рустергольца;МНет схемыР.4QТ;7
24.03.2021;NL0923857660;Схема №1 Язва Монтелларо;КЛУБН.3,4QБ;7
24.03.2021;RU3101100503614;Схема №2 Язва Рустергольца;ЯЗВАР.3QТ;7
24.03.2021;RU3110204130712;Схема №1 Язва Монтелларо;КЛУБН.3QБ;7
24.03.2021;RU3111005003613;Схема №1 Язва Монтелларо;КЛУБН.3QБ;7
24.03.2021;RU3111005003613;Схема №2 Язва Рустергольца;ЯЗВАР.3QТ;7
25.03.2021;NL0657006213;Схема №3.41 Артрит;C3.41.3Q;7
25.03.2021;RU3101090120404;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
25.03.2021;RU3101090118863;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
25.03.2021;RU3101090119031;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
25.03.2021;DE0358675881;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
25.03.2021;NL0665228940;Схема №2 Язва Рустергольца;YAZVA.3Q;7
25.03.2021;RU3111005002943;Схема №2 Язва Рустергольца;YAZVA.4Q;8
25.03.2021;RU3110204121421;Схема №1 Язва Монтелларо;КЛУБН.3QБ;7
25.03.2021;NL0657006213;Схема №3.5 Флегмона;СХ3.5.4Q;7
25.03.2021;NL0922890020;Схема №2 Язва Рустергольца;ЯЗВАР.4QТ;7
25.03.2021;DE0539105478;Схема №2 Язва Рустергольца;ЯЗВАР.3QТ;7
25.03.2021;NL0749608170;Схема №2 Язва Рустергольца;ЯЗВАР.1QТ;7
25.03.2021;DE1603623373;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
25.03.2021;NL0656267097;Схема №2 Язва Рустергольца;ЯЗВАР.3QТ;7
25.03.2021;NL0921661595;Схема №1 Язва Монтелларо;КЛУБН.3,4QБ;7
25.03.2021;RU3101090126829;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
25.03.2021;RU3101090125937;Нет схемы;ЯЗВ+К.4Q;0
25.03.2021;RU3101090127602;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
25.03.2021;RU3101090127652;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
25.03.2021;RU3101050305095;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
25.03.2021;RU3101090125236;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
25.03.2021;RU3101090126170;Нет схемы;ЯЗВ+К.3Q;0
25.03.2021;RU3101090128598;Нет схемы;ЯЗВ+К.3Q;0
25.03.2021;RU3101090128835;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
25.03.2021;RU3101150140100;Схема №2 Язва Рустергольца;ЯЗВАР.2;7
25.03.2021;RU3101150140148;Схема №3.5 Флегмона;СХ3.5.3;7
25.03.2021;RU3101090126584;Схема №2 Язва Рустергольца;ЯЗВАР.34;7
25.03.2021;RU3101150108386;Схема №3.5 Флегмона;СХ3.5.3;7
25.03.2021;RU3101150140076;Схема №3.5 Флегмона;СХ3.5;7
26.03.2021;RU3101090119859;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
26.03.2021;RU3101090116629;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
26.03.2021;RU3101090117497;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
26.03.2021;RU3101090119830;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
26.03.2021;RU3111005016402;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
26.03.2021;RU3101090120068;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
26.03.2021;RU3101150140117;Схема №2 Язва Рустергольца;ЯЗВАР.3;7
26.03.2021;RU3101050300890;Схема №2 Язва Рустергольца;ЯЗВАР.4;7
26.03.2021;RU3111005016403;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
26.03.2021;NL0620411288;Схема №2 Язва Рустергольца;YAZVA.4Q;8
26.03.2021;RU3111005006202;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
26.03.2021;RU3101100546634;Схема №3.41 Артрит;АЗИТР.4Q;7
26.03.2021;DE0539008775;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
26.03.2021;NL0710729358;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
26.03.2021;NL0749836430;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
26.03.2021;NL0585924951;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
26.03.2021;NL0655111180;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
26.03.2021;RU3111005003359;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
26.03.2021;RU3111005016438;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
26.03.2021;RU3111005007127;Схема №2 Язва Рустергольца;YAZVA.4Q;8
26.03.2021;RU3101090127339;Нет схемы;ЯЗВ+К.4Q;0
26.03.2021;RU3101090128914;Нет схемы;ЯЗВ+К.3Q;0
26.03.2021;RU3101090128913;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
26.03.2021;RU3101090127969;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
27.03.2021;RU3111005016402;Схема №3.41 Артрит;С3.41.3Q;7
27.03.2021;RU3111005007127;Схема №3.5 Флегмона;CX3.534Q;8
27.03.2021;RU3101090125530;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
27.03.2021;RU3101090128703;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
27.03.2021;RU3101090127937;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
27.03.2021;RU3101090126965;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
27.03.2021;RU3101090124877;Схема №2 Язва Рустергольца;ЯЗВАР.34;7
27.03.2021;RU3101090124582;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
28.03.2021;RU3101090127572;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
28.03.2021;RU3101090126314;Нет схемы;ЯЗВ+К.4Q;0
28.03.2021;RU3101090126766;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
29.03.2021;RU3101050300890;Схема №2 Язва Рустергольца;ЯЗВАР.4;7
29.03.2021;RU3101150109779;Схема №2 Язва Рустергольца;ЯЗВАР.3;7
29.03.2021;RU3101090128792;Схема №3.5 Флегмона;СХ3.5.4Q;7
29.03.2021;RU3101090128611;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
29.03.2021;RU3101150108427;Схема №3.5 Флегмона;СХ3.5.;7
29.03.2021;RU3101150173396;Нет схемы;ЯЗВ+К.4Q;0
29.03.2021;DE0357891018;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
29.03.2021;NL0657006213;Схема №3.5 Флегмона;СХ3.5.4Q;7
29.03.2021;DE0539337056;Схема №2 Язва Рустергольца;YAZVA.3Q;8
29.03.2021;NL0741884107;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
29.03.2021;NL0869965809;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
29.03.2021;RU3111005016377;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
29.03.2021;NL0657473044;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
29.03.2021;RU3111005003518;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
29.03.2021;NL0751186570;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
29.03.2021;NL0764515941;Схема №1 Язва Монтелларо;КЛУБН.4Q;7
29.03.2021;DE0359242006;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
29.03.2021;NL0928618459;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
29.03.2021;RU3111005016044;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
29.03.2021;RU3111005017189;Схема №2 Язва Рустергольца;YAZVA.4Q;8
29.03.2021;DE0358485844;Схема №2 Язва Рустергольца;YAZVA.4Q;8
29.03.2021;DE1504473388;Схема №2 Язва Рустергольца;YAZVA.3Q;8
30.03.2021;RU3101090118863;Схема №3.41 Артрит;С3.41.4Q;7
30.03.2021;RU3111005016402;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
30.03.2021;RU3101090117489;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
30.03.2021;RU3101090126616;Нет схемы;ЯЗВ+К.3Q;0
30.03.2021;RU3101090119859;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
30.03.2021;RU3101090118863;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;7
30.03.2021;RU3101090119830;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
30.03.2021;RU3101090127862;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
30.03.2021;RU3101150140100;Схема №2 Язва Рустергольца;ЯЗВАР.2;7
30.03.2021;RU3101090117497;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
30.03.2021;RU3101090126298;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
30.03.2021;RU3101150140117;Схема №2 Язва Рустергольца;ЯЗВАР.4;7
30.03.2021;RU3101090128823;Схема №1 Язва Монтелларо;КЛУБН.3Q;7
30.03.2021;RU3101090120068;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
30.03.2021;RU3101090129215;Нет схемы;ЯЗВ+К.4Q;0
30.03.2021;RU3101090126584;Схема №2 Язва Рустергольца;ЯЗВАР.3;7
30.03.2021;NL0749898423;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
30.03.2021;NL0743523257;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
30.03.2021;NL0749836430;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;7
30.03.2021;NL0757031788;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;7
30.03.2021;RU3110204140568;Схема №3.5 Флегмона;СХ3.5.4Q;7
30.03.2021;RU3101100502752;Схема №2 Язва Рустергольца;YAZVA.1Q;8
30.03.2021;RU3111005007105;Схема №2 Язва Рустергольца;YAZVA.2Q;8
30.03.2021;NL0718460462;Схема №2 Язва Рустергольца;YAZVA.4Q;8
30.03.2021;RU3111005007044;Схема №2 Язва Рустергольца;YAZVA.3Q;7
30.03.2021;DE1603709078;Схема №2 Язва Рустергольца;YAZVA.3Q;8
30.03.2021;RU3111005007545;Схема №2 Язва Рустергольца;YAZVA.3Q;7
30.03.2021;NL0665228940;Схема №2 Язва Рустергольца;YAZVA.3Q;8
30.03.2021;RU3111005002943;Схема №2 Язва Рустергольца;YAZVA.4Q;8
30.03.2021;RU3101090159457;Схема №3.41 Артрит;БЕНСТ.3Q;7
31.03.2021;RU3111005008968;Схема №3.5 Флегмона;CX3.5.3Q;8
31.03.2021;RU3110204130811;Схема №3.5 Флегмона;СХ3.5.3Q;7
31.03.2021;RU3101090116938;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;7
31.03.2021;RU3110204120440;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
31.03.2021;NL0676374920;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
31.03.2021;RU3101090126584;Схема №2 Язва Рустергольца;ЯЗВАР.34;7
31.03.2021;RU3101150140100;Схема №2 Язва Рустергольца;ЯЗВАР.2;7
31.03.2021;RU3110204130811;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
31.03.2021;RU3101090126170;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;7
31.03.2021;RU3111005007127;Схема №2 Язва Рустергольца;YAZVA.4Q;8
31.03.2021;NL0738324133;Схема №2 Язва Рустергольца;YAZVA.3Q;8
31.03.2021;DE0361168993;Схема №2 Язва Рустергольца;YAZVA.3Q;8
31.03.2021;RU3101090127652;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;7
31.03.2021;RU3101090116307;Нет схемы;ЯЗВ+К.3Q;0
31.03.2021;RU3101090126766;Нет схемы;ЯЗВ+К.4Q;0
31.03.2021;RU3101090129256;Нет схемы;ЯЗВ+К.3Q;0
