Date;CowID;TherSchema;TherPrep;TherDays
21.12.2019;RU3101090130555;Нет схемы;ВЕТОМ;0
21.12.2019;RU3101150166372;Нет схемы;ВЕТОМ;0
25.12.2019;RU3101090130570;Нет схемы;ВЕТОМ;0
26.12.2019;RU3101090130386;Нет схемы;ТРАКСОВТ;0
26.12.2019;RU3101090130388;Нет схемы;ТРАКСОВТ;0
28.12.2019;RU3111005007315;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
29.12.2019;RU3101090130590;Нет схемы;ВЕТОМ;0
30.12.2019;RU3101090130593;Нет схемы;ВЕТОМ;0
30.12.2019;RU3101150166382;Нет схемы;ВЕТОМ;0
30.12.2019;RU3101090130592;Нет схемы;ВЕТОМ;0
01.01.2020;RU3101090130604;Нет схемы;ВЕТОМ;0
04.01.2020;RU3111005007047;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
05.01.2020;RU3101090130613;Нет схемы;ВЕТОМ;0
06.01.2020;RU3101090130613;Нет схемы;ВЕТОМ;0
10.01.2020;RU3101090130623;Нет схемы;ВЕТОМ;0
10.01.2020;RU3101100546681;Нет схемы;СХ№32.1;0
13.01.2020;RU3101150166516;Нет схемы;ВЕТОМ;0
16.01.2020;RU3101090130655;Нет схемы;ВЕТОМ;0
19.01.2020;RU3101090130669;Нет схемы;ВЕТОМ;0
23.01.2020;RU3101090130533;Нет схемы;ТРАКСОВТ;0
23.01.2020;RU3101090130518;Нет схемы;ТРАКСОВТ;0
23.01.2020;RU3101090130515;Нет схемы;ТРАКСОВТ;0
24.01.2020;RU3101090130685;Нет схемы;ВЕТОМ;0
25.01.2020;RU3101150108338;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
25.01.2020;RU3101090130685;Нет схемы;ВЕТОМ;0
27.01.2020;RU3101090130697;Нет схемы;ВЕТОМ;0
28.01.2020;RU3101150166537;Нет схемы;ВЕТОМ;0
28.01.2020;RU3101090130706;Нет схемы;ВЕТОМ;0
28.01.2020;RU3101090130705;Нет схемы;ВЕТОМ;0
29.01.2020;RU3101090130715;Нет схемы;ВЕТОМ;0
29.01.2020;RU3101100546730;Нет схемы;СХ№32.1;0
30.01.2020;RU3101090130546;Нет схемы;ТРАКСОВТ;0
30.01.2020;RU3101100502621;Схема №4.1 (поддерживающая коровы);БОРГЛ;3
04.02.2020;RU3101150166546;Нет схемы;ВЕТОМ;0
04.02.2020;RU3101090130732;Нет схемы;ВЕТОМ;0
05.02.2020;RU3101090130489;Нет схемы;ТРАКСОВТ;0
05.02.2020;RU3101090130540;Нет схемы;ТРАКСОВТ;0
05.02.2020;RU3101090130486;Нет схемы;ТРАКСОВТ;0
05.02.2020;RU3101090130474;Нет схемы;ТРАКСОВТ;0
05.02.2020;RU3101090130745;Нет схемы;ВЕТОМ;0
07.02.2020;RU3101090130752;Нет схемы;ВЕТОМ;0
11.02.2020;RU3101150166555;Нет схемы;ТРАКСОВТ;0
11.02.2020;RU3101100546795;Нет схемы;СХ№32.1;0
12.02.2020;RU3101150166558;Нет схемы;ТРАКСОВТ;0
12.02.2020;RU3101150166557;Нет схемы;ТРАКСОВТ;0
13.02.2020;RU3101090130769;Нет схемы;ВЕТОМ;0
14.02.2020;RU3101090130774;Нет схемы;ВЕТОМ;0
18.02.2020;RU3101090130570;Нет схемы;ТРАКСОВТ;0
18.02.2020;RU3101090130592;Нет схемы;ТРАКСОВТ;0
18.02.2020;RU3101090130590;Нет схемы;ТРАКСОВТ;0
18.02.2020;RU3101090130593;Нет схемы;ТРАКСОВТ;0
27.02.2020;RU3101150166578;Нет схемы;ТРАКСОВТ;0
01.03.2020;RU3101100547297;Нет схемы;КАЛБУС;0
02.03.2020;RU3101150166583;Нет схемы;ТРАКСОВТ;0
03.03.2020;RU3101150166584;Нет схемы;ТРАКСОВТ;0
03.03.2020;RU3101090159053;Нет схемы;ТРАКСОВТ;0
06.03.2020;NL0588625482;Схема №22.1 (родовспоможение);СХ№22.1;4
07.03.2020;RU3101090159070;Нет схемы;ТРАКСОВТ;0
09.03.2020;RU3101090130622;Нет схемы;ТРАКСОВТ;0
09.03.2020;RU3101090130623;Нет схемы;ТРАКСОВТ;0
09.03.2020;RU3101090130604;Нет схемы;ТРАКСОВТ;0
10.03.2020;RU3101100547340;Нет схемы;КАЛБУС;0
10.03.2020;RU3101100547338;Нет схемы;КАЛБУС;0
11.03.2020;RU3101090159078;Нет схемы;ТРАКСОВТ;0
11.03.2020;RU3101090159081;Нет схемы;ТРАКСОВТ;0
13.03.2020;RU3101150166599;Нет схемы;ТРАКСОВТ;0
13.03.2020;RU3101100547405;Нет схемы;КАЛБУС;0
13.03.2020;RU3101100547403;Нет схемы;КАЛБУС;0
13.03.2020;RU3101051003423;Схема №22.1 (родовспоможение);СХ№22.1;4
14.03.2020;RU3101100547416;Нет схемы;КАЛБУС;0
14.03.2020;NL0665354384;Схема №24.1 (острое гипергликемическое состояние);5.0;3
17.03.2020;RU3101100547436;Нет схемы;КАЛБУС;0
20.03.2020;RU3101150166604;Нет схемы;ТРАКСОВТ;0
24.03.2020;RU3101100547489;Нет схемы;KALBUS;0
28.03.2020;RU3101090159125;Нет схемы;ВЕТОМ;0
28.03.2020;RU3101100547394;Нет схемы;KALBUS;0
29.03.2020;RU3101100547355;Нет схемы;KALBUS;0
01.04.2020;RU3101090159140;Нет схемы;ВЕТОМ;0
02.04.2020;RU3101090159140;Нет схемы;ВЕТОМ;0
05.04.2020;RU3101100547544;Нет схемы;KALBUS;0
07.04.2020;RU3101090159163;Нет схемы;ВЕТОМ;0
07.04.2020;RU3101090159160;Нет схемы;ВЕТОМ;0
08.04.2020;RU3101100547582;Нет схемы;KALBUS;0
08.04.2020;RU3101100547577;Нет схемы;KALBUS;0
09.04.2020;RU3101100547582;Нет схемы;KALBUS;0
09.04.2020;RU3101090130745;Нет схемы;ТРАКСОВТ;0
09.04.2020;RU3101090130715;Нет схемы;ТРАКСОВТ;0
09.04.2020;RU3101090130769;Нет схемы;ТРАКСОВТ;0
09.04.2020;RU3101090130774;Нет схемы;ТРАКСОВТ;0
09.04.2020;RU3101090130732;Нет схемы;ТРАКСОВТ;0
09.04.2020;RU3101090159166;Нет схемы;ВЕТОМ;0
10.04.2020;RU3101100547592;Нет схемы;KALBUS;0
10.04.2020;RU3101150166627;Нет схемы;ТРАКСОВТ;0
11.04.2020;RU3101090159173;Нет схемы;ВЕТОМ;0
12.04.2020;RU3101100547606;Нет схемы;KALBUS;0
13.04.2020;RU3101100547614;Нет схемы;KALBUS;0
13.04.2020;RU3101100547618;Нет схемы;KALBUS;0
14.04.2020;RU3101090130706;Нет схемы;ТРАКСОВТ;0
14.04.2020;RU3101090130752;Нет схемы;ТРАКСОВТ;0
14.04.2020;RU3101090159004;Нет схемы;ТРАКСОВТ;0
14.04.2020;RU3101090159001;Нет схемы;ТРАКСОВТ;0
15.04.2020;RU3101100547629;Нет схемы;KALBUS;0
16.04.2020;RU3101150166636;Нет схемы;ТРАКСОВТ;0
16.04.2020;RU3101090159186;Нет схемы;ВЕТОМ;0
19.04.2020;RU3101100547660;Нет схемы;KALBUS;0
20.04.2020;RU3101090159200;Нет схемы;ВЕТОМ;0
21.04.2020;RU3101150166643;Нет схемы;ТРАКСОВТ;0
23.04.2020;RU3101090159206;Нет схемы;ВЕТОМ;0
23.04.2020;RU3101090159209;Нет схемы;ВЕТОМ;0
24.04.2020;RU3101090159215;Нет схемы;ВЕТОМ;0
24.04.2020;RU3101100547731;Нет схемы;KALBUS;0
25.04.2020;RU3101090159209;Нет схемы;ВЕТОМ;0
25.04.2020;RU3101090159215;Нет схемы;ВЕТОМ;0
25.04.2020;RU3101100547746;Нет схемы;KALBUS;0
27.04.2020;RU3101090159219;Нет схемы;ВЕТОМ;0
30.04.2020;RU3101150166656;Нет схемы;ТРАКСОВТ;0
30.04.2020;RU3101100549506;Нет схемы;KALBUS;0
01.05.2020;RU3101090157024;Нет схемы;ТРАКСОВТ;0
01.05.2020;RU3101100549512;Нет схемы;KALBUS;0
02.05.2020;RU3101090159254;Нет схемы;ВЕТОМ;0
02.05.2020;RU3101100549523;Нет схемы;KALBUS;0
02.05.2020;DE0361168993;Нет схемы;KALBUS;0
03.05.2020;RU3101150166661;Нет схемы;ТРАКСОВТ;0
03.05.2020;RU3101090157025;Нет схемы;ТРАКСОВТ;0
04.05.2020;RU3101090159269;Нет схемы;ВЕТОМ;0
04.05.2020;RU3101100549541;Нет схемы;KALBUS;0
04.05.2020;RU3101100549531;Нет схемы;KALBUS;0
04.05.2020;RU3101100549539;Нет схемы;KALBUS;0
05.05.2020;RU3101090156958;Нет схемы;ТРАКСОВТ;0
05.05.2020;RU3101090156961;Нет схемы;ТРАКСОВТ;0
05.05.2020;RU3101090159269;Нет схемы;ВЕТОМ;0
05.05.2020;RU3101100547416;Нет схемы;ТРАКСОВТ;0
05.05.2020;RU3101100549541;Нет схемы;KALBUS;0
06.05.2020;RU3101090159271;Нет схемы;ВЕТОМ;0
06.05.2020;RU3101090159272;Нет схемы;ВЕТОМ;0
07.05.2020;RU3101100549562;Нет схемы;KALBUS;0
08.05.2020;RU3101100549564;Нет схемы;KALBUS;0
11.05.2020;RU3101100549592;Нет схемы;KALBUS;0
11.05.2020;RU3101100549588;Нет схемы;KALBUS;0
12.05.2020;RU3101100549604;Нет схемы;KALBUS;0
13.05.2020;RU3110204121113;Схема №22.1 (родовспоможение);ДЕКСА;4
13.05.2020;RU3101150166680;Нет схемы;ТРАКСОВТ;0
14.05.2020;RU3101090117097;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
14.05.2020;RU3111005017466;Схема №4.1 (поддерживающая коровы);KAPELNIC;3
14.05.2020;RU3101100549620;Нет схемы;KALBUS;0
15.05.2020;RU3111005017219;Схема №22.1 (родовспоможение);ДЕКСА;4
15.05.2020;RU3110204140547;Схема №22.1 (родовспоможение);ДЕКСА;4
15.05.2020;RU3110204121090;Схема №22.1 (родовспоможение);ДЕКСА;4
15.05.2020;RU3101090157057;Нет схемы;ТРАКСОВТ;0
15.05.2020;RU3101100549626;Нет схемы;KALBUS;0
16.05.2020;RU3101090116900;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
16.05.2020;RU3101100549634;Нет схемы;KALBUS;0
18.05.2020;RU3101150166688;Нет схемы;ТРАКСОВТ;0
18.05.2020;RU3101150166685;Нет схемы;ТРАКСОВТ;0
18.05.2020;RU3101100549662;Нет схемы;KALBUS;0
18.05.2020;RU3101100549668;Нет схемы;KALBUS;0
19.05.2020;RU3110204130424;Схема №22.1 (родовспоможение);ДЕКСА;4
19.05.2020;RU3110204121669;Схема №22.1 (родовспоможение);ДЕКСА;4
19.05.2020;RU3101100549674;Нет схемы;KALBUS;0
20.05.2020;RU3101100549679;Нет схемы;KALBUS;0
20.05.2020;RU3101100547489;Нет схемы;ТРАКСОВТ;0
21.05.2020;RU3110204121010;Схема №22.1 (родовспоможение);ДЕКСА;4
21.05.2020;RU3111005017043;Схема №22.1 (родовспоможение);ДЕКСА;4
22.05.2020;RU3101100549699;Нет схемы;KALBUS;0
23.05.2020;RU3101100549699;Нет схемы;KALBUS;0
23.05.2020;RU3101100549588;Нет схемы;ТРАКСОВТ;0
23.05.2020;RU3101100549512;Нет схемы;ТРАКСОВТ;0
24.05.2020;RU3101100549709;Нет схемы;KALBUS;0
24.05.2020;RU3101090157090;Нет схемы;ТРАКСОВТ;0
25.05.2020;RU3101100549717;Нет схемы;KALBUS;0
25.05.2020;RU3101090157094;Нет схемы;ТРАКСОВТ;0
25.05.2020;RU3101090157093;Нет схемы;ТРАКСОВТ;0
26.05.2020;RU3110204121801;Схема №22.1 (родовспоможение);ДЕКСА;4
26.05.2020;RU3101100549717;Нет схемы;KALBUS;0
28.05.2020;RU3101090157103;Нет схемы;ТРАКСОВТ;0
30.05.2020;RU3111005007106;Схема №22.1 (родовспоможение);CX22.1;4
30.05.2020;RU3111005007106;Схема №4.1 (поддерживающая коровы);KAPELNIC;3
02.06.2020;RU3101090156823;Нет схемы;ТРАКСОВТ;0
02.06.2020;RU3101090156843;Нет схемы;ТРАКСОВТ;0
02.06.2020;RU3101090156832;Нет схемы;ТРАКСОВТ;0
02.06.2020;RU3101090157139;Нет схемы;ТРАКСОВТ;0
04.06.2020;RU3101090157143;Нет схемы;ТРАКСОВТ;0
05.06.2020;RU3101100549779;Нет схемы;KALBUS;0
05.06.2020;RU3101100549620;Нет схемы;ТРАКСОВТ;0
05.06.2020;RU3101090157153;Нет схемы;ТРАКСОВТ;0
05.06.2020;RU3101100549604;Нет схемы;ТРАКСОВТ;0
05.06.2020;RU3101100549634;Нет схемы;ТРАКСОВТ;0
06.06.2020;DE0539356426;Схема №4.1 (поддерживающая коровы);KAPELNIC;3
08.06.2020;RU3101100549803;Нет схемы;KALBUS;0
08.06.2020;RU3101090157172;Нет схемы;ТРАКСОВТ;0
09.06.2020;RU3110204122729;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
11.06.2020;RU3101090157179;Нет схемы;ТРАКСОВТ;0
13.06.2020;RU3101100549837;Нет схемы;KALBUS;0
13.06.2020;NL0668046509;Схема №4.1 (поддерживающая коровы);KAPELNIC;3
13.06.2020;NL0668046509;Схема №22.1 (родовспоможение);CX№22.1;4
14.06.2020;RU3101100549848;Нет схемы;KALBUS;0
14.06.2020;RU3101100549857;Нет схемы;KALBUS;0
15.06.2020;RU3101090157179;Нет схемы;ТРАКСОВТ;0
16.06.2020;RU3110204130809;Схема №22.1 (родовспоможение);ДЕКСА;4
17.06.2020;RU3101090157221;Нет схемы;ТРАКСОВТ;0
18.06.2020;RU3101090157223;Нет схемы;ТРАКСОВТ;0
20.06.2020;RU3101100549893;Нет схемы;KALBUS;0
20.06.2020;RU3101090157234;Нет схемы;ТРАКСОВТ;0
21.06.2020;RU3101100549893;Нет схемы;KALBUS;0
24.06.2020;RU3101100549914;Нет схемы;KALBUS;0
26.06.2020;NL0750354291;Схема №24.1 (острое гипергликемическое состояние);GL.5.3;3
29.06.2020;RU3111005007220;Схема №4.1 (поддерживающая коровы);KAPELNIC;3
01.07.2020;RU3111005007220;Схема №24.1 (острое гипергликемическое состояние);CX№24.1;3
02.07.2020;RU3101100549953;Нет схемы;KALBUS;0
02.07.2020;RU3101100549604;Нет схемы;ВЕТОМ;0
02.07.2020;RU3101100549620;Нет схемы;ВЕТОМ;0
02.07.2020;RU3101100549588;Нет схемы;ВЕТОМ;0
03.07.2020;RU3101100549914;Схема №4.1 (поддерживающая коровы);KAPELNIC;3
03.07.2020;RU3101100549961;Нет схемы;KALBUS;0
04.07.2020;RU3101100549961;Нет схемы;KALBUS;0
08.07.2020;RU3101100549588;Нет схемы;ТРАКСОВТ;0
08.07.2020;RU3101100549620;Нет схемы;ТРАКСОВТ;0
08.07.2020;RU3101100549604;Нет схемы;ТРАКСОВТ;0
08.07.2020;RU3101100549634;Нет схемы;ТРАКСОВТ;0
09.07.2020;RU3101090157057;Нет схемы;ТРАКСОВТ;0
10.07.2020;RU3101100549999;Нет схемы;KALBUS;0
13.07.2020;RU3101090157318;Нет схемы;АЗИТРОВЕ;0
15.07.2020;RU3101090157329;Нет схемы;АЗИТРОВЕ;0
15.07.2020;RU3101090157057;Нет схемы;ВЕТОМ;0
17.07.2020;RU3101150166786;Нет схемы;ТРАКСОВТ;0
18.07.2020;RU3101100549413;Нет схемы;KALBUS;0
18.07.2020;RU3110204130632;Схема №22.1 (родовспоможение);ДЕКСА;4
20.07.2020;RU3101090116356;Схема №32.3 (поддерживающая молодняк);МИЛКАНАЙ;0
21.07.2020;RU3101090119834;Схема №4.1 (поддерживающая коровы);ДЕКСА;3
21.07.2020;RU3101090118646;Схема №4.1 (поддерживающая коровы);ДЕКСА;3
21.07.2020;RU3101090157357;Нет схемы;АЗИТРОВЕ;0
22.07.2020;RU3111005017441;Схема №4.1 (поддерживающая коровы);ДЕКСАЛЕК;3
22.07.2020;RU3101090157090;Нет схемы;ТРАКСОВТ;0
22.07.2020;RU3101090157094;Нет схемы;ТРАКСОВТ;0
22.07.2020;RU3101090157093;Нет схемы;ТРАКСОВТ;0
22.07.2020;RU3101090157366;Нет схемы;АЗИТРОВЕ;0
22.07.2020;RU3110204121234;Схема №22.1 (родовспоможение);ДЕКСА;4
23.07.2020;RU3110204122823;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
23.07.2020;RU3101090157369;Нет схемы;АЗИТРОВЕ;0
24.07.2020;RU3111005008442;Схема №22.1 (родовспоможение);CX№22.1;4
25.07.2020;RU3101090157383;Нет схемы;АЗИТРОВЕ;0
25.07.2020;RU3101100549433;Нет схемы;KALBUS;0
28.07.2020;RU3101090157395;Нет схемы;АЗИТРОВЕ;0
28.07.2020;RU3111005016336;Схема №22.1 (родовспоможение);ДЕКСА;4
31.07.2020;RU3101090157412;Нет схемы;БАЙТРИЛ;0
05.08.2020;RU3101090157139;Нет схемы;ВЕТОМ;0
05.08.2020;RU3101090157143;Нет схемы;ВЕТОМ;0
05.08.2020;RU3101090157153;Нет схемы;ВЕТОМ;0
06.08.2020;RU3101100549475;Нет схемы;TRAKSOVT;0
07.08.2020;RU3101090157329;Схема №4.1 (поддерживающая коровы);ДЕКСА;3
11.08.2020;RU3110204130117;Схема №4.1 (поддерживающая коровы);БОРГЛ;3
12.08.2020;RU3110204012826;Схема №22.1 (родовспоможение);ДЕКСА;4
12.08.2020;RU3101090156578;Нет схемы;БАЙТРИЛ;0
12.08.2020;RU3101090157450;Нет схемы;БАЙТРИЛ;0
13.08.2020;RU3110204140665;Схема №4.1 (поддерживающая коровы);БОРГЛ;3
14.08.2020;RU3101100549089;Нет схемы;ТРАКСОВТ;0
14.08.2020;RU3101100549020;Нет схемы;ТРАКСОВТ;0
14.08.2020;RU3101100549046;Нет схемы;ТРАКСОВТ;0
14.08.2020;RU3101100549038;Нет схемы;ТРАКСОВТ;0
14.08.2020;RU3101090157172;Нет схемы;ТРАКСОВТ;0
14.08.2020;RU3101090157179;Нет схемы;ТРАКСОВТ;0
16.08.2020;RU3101150166826;Нет схемы;ТРАКСОВТ;0
16.08.2020;RU3110204140665;Схема №4.1 (поддерживающая коровы);БОРГЛ;3
16.08.2020;NL0642130886;Схема №4.1 (поддерживающая коровы);KAPELNIC;3
16.08.2020;RU3101100549475;Схема №4.1 (поддерживающая коровы);KAPELNIC;3
16.08.2020;RU3111005016582;Схема №4.1 (поддерживающая коровы);ДЕКСА;3
20.08.2020;RU3101090157221;Нет схемы;ТРАКСОВТ;0
20.08.2020;RU3101090157103;Нет схемы;ТРАКСОВТ;0
20.08.2020;RU3101090157234;Нет схемы;ТРАКСОВТ;0
20.08.2020;RU3101090157223;Нет схемы;ТРАКСОВТ;0
21.08.2020;RU3110204140923;Схема №22.1 (родовспоможение);ДЕКСА;4
23.08.2020;NL0639715810;Схема №22.1 (родовспоможение);CX№22.1;4
26.08.2020;RU3110204122013;Схема №22.1 (родовспоможение);ДЕКСА;4
27.08.2020;RU3110901180030;Нет схемы;ТРАКСОВТ;0
28.08.2020;RU3110204140957;Схема №21.1 (родовспоможение);БОВИСТЕМ;2
28.08.2020;RU3101100502618;Схема №21.1 (родовспоможение);БОВИСТЕМ;2
28.08.2020;RU3110204140935;Схема №21.1 (родовспоможение);БОВИСТЕМ;2
28.08.2020;RU3110204140939;Схема №21.1 (родовспоможение);БОВИСТЕМ;2
28.08.2020;RU3110204140205;Схема №21.1 (родовспоможение);БОВИСТЕМ;2
28.08.2020;RU3110204130906;Схема №21.1 (родовспоможение);БОВИСТЕМ;2
01.09.2020;RU3110204130906;Схема №22.1 (родовспоможение);БОВИСИТЕ;4
01.09.2020;RU3110204130117;Схема №22.1 (родовспоможение);БОВИСИТЕ;4
01.09.2020;RU3101100502618;Схема №22.1 (родовспоможение);ДЕКСА;4
02.09.2020;RU3111005170040;Нет схемы;ТРАКС;0
04.09.2020;RU3110204140939;Схема №22.1 (родовспоможение);ДЕКСА;4
09.09.2020;RU3110204121060;Схема №22.1 (родовспоможение);ДЕКСА;4
11.09.2020;RU3101090120023;Схема №4.1 (поддерживающая коровы);ДЕКСА;3
12.09.2020;RU3111005170076;Нет схемы;ТРАКС;0
12.09.2020;RU3110204130223;Схема №22.1 (родовспоможение);ДЕКСА;4
12.09.2020;NL0661765498;Схема №22.1 (родовспоможение);БОВИСИСТ;4
13.09.2020;RU3111005170083;Нет схемы;KALBUS;0
15.09.2020;RU3101090119830;Схема №22.1 (родовспоможение);№22.1ДЕК;4
15.09.2020;RU3101090120048;Схема №22.1 (родовспоможение);№22.1ДЕК;4
15.09.2020;RU3110204121112;Схема №22.1 (родовспоможение);ДЕКСА;4
27.09.2020;RU3111005170107;Нет схемы;TRAKS;0
28.09.2020;RU3110204121146;Схема №4.1 (поддерживающая коровы);БОРГЛ;3
28.09.2020;RU3110204140963;Схема №22.1 (родовспоможение);ДЕКСА;4
30.09.2020;NL0676374920;Схема №22.1 (родовспоможение);ДЕКСА;4
01.10.2020;RU3101090157357;Нет схемы;ТРАКСОВТ;0
01.10.2020;RU3101090157369;Нет схемы;ТРАКСОВТ;0
04.10.2020;RU3110204120904;Схема №22.1 (родовспоможение);ДЕКСА;4
05.10.2020;RU3111005170133;Нет схемы;TRAKS;0
05.10.2020;RU3110901180168;Нет схемы;ТРАКСОВТ;0
07.10.2020;RU3101090157395;Нет схемы;ТРАКСОВТ;0
07.10.2020;RU3101090157366;Нет схемы;ТРАКСОВТ;0
09.10.2020;RU3111005170154;Нет схемы;TRAKS;0
10.10.2020;RU3111005170154;Схема №32.3 (поддерживающая молодняк);RRINFERA;0
13.10.2020;RU3101100503407;Схема №22.1 (родовспоможение);ДЕКСА;4
15.10.2020;RU3110204120393;Схема №22.1 (родовспоможение);ДЕКСА;4
20.10.2020;RU3101090120100;Схема №22.1 (родовспоможение);ДЕКСА;4
21.10.2020;RU3101090119837;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
21.10.2020;RU3111005170154;Схема №32.3 (поддерживающая молодняк);RRINFERA;0
27.10.2020;RU3111005017612;Схема №22.1 (родовспоможение);ДЕКСА;4
28.10.2020;RU3110204121294;Схема №22.1 (родовспоможение);ДЕКСА;4
28.10.2020;RU3110204122157;Схема №22.1 (родовспоможение);ДЕКСА;4
30.10.2020;RU3101090120260;Схема №22.1 (родовспоможение);ДЕКСА;4
01.11.2020;RU3110204120683;Схема №22.1 (родовспоможение);ДЕКСА;4
05.11.2020;RU3111005170254;Нет схемы;АЗИТ;0
08.11.2020;RU3110204130168;Схема №22.1 (родовспоможение);ДЕКСА;4
11.11.2020;RU3111005016678;Схема №22.1 (родовспоможение);ДЕКСА;4
11.11.2020;RU3101090118646;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
15.11.2020;RU3111005016680;Схема №22.1 (родовспоможение);ДЕКСА;4
15.11.2020;RU3101100502673;Схема №22.1 (родовспоможение);ДЕКСА;4
15.11.2020;RU3110204122123;Схема №22.1 (родовспоможение);ДЕКСА;4
16.11.2020;RU3110204130966;Схема №22.1 (родовспоможение);ДЕКСА;4
20.11.2020;NL0548461257;Схема №22.1 (родовспоможение);CX22.1;4
26.11.2020;CZ0294598962;Схема №24.1 (острое гипергликемическое состояние);CX№24.1;3
04.12.2020;RU3111005170343;Нет схемы;TRAKS;0
07.12.2020;RU3101090125767;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;3
11.12.2020;RU3110204122094;Схема №4.1 (поддерживающая коровы);БОРГЛ;3
13.12.2020;RU3101090125767;Схема №4.1 (поддерживающая коровы);НОРМА;3
20.12.2020;RU3111005170133;Нет схемы;ТРАКСОВТ;0
20.12.2020;RU3111005160018;Нет схемы;ТРАКСОВТ;0
20.12.2020;RU3111005170107;Нет схемы;ТРАКСОВТ;0
20.12.2020;RU3111005160023;Нет схемы;ТРАКСОВТ;0
22.12.2020;RU3111005016675;Схема №22.1 (родовспоможение);ДЕКСА;4
22.12.2020;RU3111005016959;Схема №22.1 (родовспоможение);ДЕКСА;4
