Date;CowID;TraumaSchema;TraumaPrep;TraumaDays
15.10.2020;RU3101150108767;Схема №3.7 Растяжение;СХ3.7;3
17.10.2020;NL0938886422;Схема №3.6 Рана;АГАЛ1;5
18.10.2020;RU3110204140665;Схема №3.6 Рана;ТР.ГЛАЗА;5
19.10.2020;RU3111005008708;Схема №3.6 Рана;ATROF4;5
19.10.2020;RU3111005008851;Схема №3.6 Рана;KROV;5
19.10.2020;RU3101150166143;Нет схемы;СХ3.6К4;0
19.10.2020;RU3101150100054;Нет схемы;СХ3.6К2;0
19.10.2020;RU3101090128230;Схема №3.6 Рана;СХ№3.6;5
20.10.2020;RU3101150109495;Нет схемы;СХ3.1K;0
23.10.2020;RU3101100548588;Схема №3.6 Рана;ТР.РОГА;5
23.10.2020;RU3111005007514;Схема №3.6 Рана;АТРОФ2Q;5
23.10.2020;RU3111005007108;Схема №3.6 Рана;АТРОФ3Q;5
24.10.2020;NL0668993298;Схема №3.6 Рана;АТРОФ23Q;5
26.10.2020;RU3101090129862;Нет схемы;СХ3.6К4;0
26.10.2020;RU3101090129968;Нет схемы;СХ3.6К4;0
27.10.2020;RU3110204140665;Схема №3.6 Рана;ТР ГЛАЗА;5
28.10.2020;RU3111005017161;Схема №3.6 Рана;АБС  ВЫМ;5
28.10.2020;RU3101090158353;Нет схемы;СХ3.6 4Q;0
30.10.2020;NL0668993298;Схема №3.6 Рана;ATROF;5
30.10.2020;RU3101150108767;Схема №3.7 Растяжение;СХ3.7;3
31.10.2020;RU3101150166184;Нет схемы;СХ3.6К4;0
03.11.2020;NL0754245418;Схема №3.6 Рана;ATROF4Q;5
03.11.2020;RU3101090130338;Схема №3.6 Рана;СХ3.6 3Q;5
04.11.2020;NL0720220739;Нет схемы;ТР.ПОЗВ;0
04.11.2020;RU3110204140908;Схема №3.6 Рана;ТР.ВУЛЬВ;5
08.11.2020;RU3101150108523;Схема №3.6 Рана;ВУЛЬВИТ;5
09.11.2020;RU3101090156266;Нет схемы;СХ3.6КQ3;0
10.11.2020;RU3111005016668;Схема №3.6 Рана;ТР.ВУЛЬВ;5
11.11.2020;RU3111005008808;Схема №3.6 Рана;S/S;5
11.11.2020;RU3111005016678;Схема №3.6 Рана;ТР.ВУЛЬВ;5
11.11.2020;DE0360778425;Схема №3.6 Рана;СХ3.6;5
11.11.2020;RU3110204140908;Схема №3.6 Рана;ТР.ВУЛЬВ;5
12.11.2020;RU3101090129339;Нет схемы;СХ3.6К;0
13.11.2020;RU3101090130251;Нет схемы;СХ3.6КQ4;0
15.11.2020;NL0738176394;Схема №3.6 Рана;C/C;5
15.11.2020;NL0593126938;Схема №3.6 Рана;C/C;5
15.11.2020;RU3101090126507;Схема №3.7 Растяжение;СХ№3.7;3
19.11.2020;RU3110204140908;Схема №3.6 Рана;ТР.ВУЛЬВ;5
20.11.2020;NL0669008911;Схема №3.6 Рана;GEMORRAG;5
21.11.2020;NL0576254421;Схема №3.6 Рана;GEMORRAG;5
21.11.2020;RU3111005007427;Схема №3.6 Рана;АТРОФ2Q;5
22.11.2020;NL0750776976;Схема №3.6 Рана;C/C;5
22.11.2020;RU3111005170254;Схема №3.6 Рана;KOMOL;5
23.11.2020;RU3110204123856;Нет схемы;СХ3.6К;0
25.11.2020;DE1501149160;Схема №3.6 Рана;CX3.6;5
28.11.2020;RU3111005007534;Схема №3.6 Рана;КРОВЬ;5
01.12.2020;RU3110204121458;Схема №3.6 Рана;ТР.ВУЛЬВ;5
01.12.2020;DE1405767738;Схема №3.6 Рана;CX3.6;5
02.12.2020;RU3101090125767;Схема №3.7 Растяжение;ИНФЛАРТ;3
02.12.2020;RU3110204120891;Схема №3.6 Рана;СХ3.6;5
02.12.2020;CZ0771377961;Схема №3.6 Рана;CX3.6;5
04.12.2020;RU3101090117808;Схема №3.7 Растяжение;ИНФЛАРТ;3
04.12.2020;RU3101090129538;Схема №3.6 Рана;ТР ВУЛЬВ;5
04.12.2020;RU3101090125350;Схема №3.6 Рана;3 ДОЛЯ;5
04.12.2020;DE1501149160;Схема №3.6 Рана;TRSPIN;5
05.12.2020;RU3101090125767;Схема №3.7 Растяжение;ВЫПИСКА;3
05.12.2020;RU3101090129263;Схема №3.6 Рана;ВУЛЬВА;5
05.12.2020;HU3462113879;Схема №3.6 Рана;ТРПОЛПУТ;5
06.12.2020;NL0736445348;Схема №3.6 Рана;CX3.6;5
07.12.2020;CZ0800334961;Схема №3.6 Рана;CX3.6;5
07.12.2020;HU3462112193;Схема №3.6 Рана;ABSCES;5
07.12.2020;NL0714639695;Схема №3.6 Рана;BURSIT;5
08.12.2020;RU3101090117808;Схема №3.7 Растяжение;ИНФЛАРТ;3
10.12.2020;RU3101090129867;Нет схемы;СХ3.6К;0
10.12.2020;RU3101090129263;Схема №3.6 Рана;ВУЛЬВА;5
10.12.2020;RU3101150100034;Схема №3.6 Рана;ВУЛЬВА;5
10.12.2020;RU3101150140150;Схема №3.6 Рана;ВЫМЕНИ;5
10.12.2020;NL0641627875;Схема №3.6 Рана;ATROF3;5
11.12.2020;RU3110204122079;Схема №3.7 Растяжение;РАСТЯЖН;3
11.12.2020;RU3101090129437;Схема №3.6 Рана;ВУЛЬВА;5
11.12.2020;RU3101090117808;Схема №3.7 Растяжение;ИНФЛАРТ;3
12.12.2020;RU3101050305153;Схема №3.7 Растяжение;СХ№3.7;3
13.12.2020;RU3110204122186;Схема №3.6 Рана;ТР.ВУЛЬВ;5
13.12.2020;RU3110204140735;Схема №3.6 Рана;ТР.ВУЛЬВ;5
13.12.2020;RU3101090118537;Схема №3.6 Рана;ВЫМЕНИ;5
13.12.2020;NL0641627875;Схема №3.6 Рана;C/C;5
14.12.2020;RU3101090117808;Схема №3.7 Растяжение;НОРМА;3
15.12.2020;RU3111005016711;Схема №3.6 Рана;ТР.ВУЛЬВ;5
15.12.2020;NL0741728951;Схема №3.6 Рана;GEMORRAG;5
16.12.2020;RU3101090128230;Схема №3.6 Рана;СХ№3.6;5
16.12.2020;RU3110204120774;Схема №3.6 Рана;ТР.ВУЛЬВ;5
17.12.2020;RU3111005016815;Схема №3.6 Рана;ТР.ВУЛЬВ;5
18.12.2020;RU3110204140735;Схема №3.6 Рана;ТР.ВУЛЬВ;5
19.12.2020;HU3462116063;Схема №3.6 Рана;SPAIKI;5
20.12.2020;RU3111005016711;Схема №3.6 Рана;ТР.ВУЛЬВ;5
20.12.2020;HU3462114067;Схема №3.6 Рана;SPAIKI;5
21.12.2020;RU3101050305153;Схема №3.7 Растяжение;СХ№3.7;3
21.12.2020;RU3111005016675;Схема №3.6 Рана;ТР.ВУЛЬВ;5
22.12.2020;RU3101050305144;Схема №3.6 Рана;ВУЛЬВА;5
22.12.2020;RU3110204121798;Нет схемы;СХ3.6К;0
24.12.2020;RU3101090120315;Схема №3.6 Рана;НОВООБР;5
24.12.2020;NL0865718115;Схема №3.6 Рана;AGALAKT2;5
24.12.2020;DE0539356426;Схема №3.6 Рана;TRSOSKA;5
25.12.2020;RU3110204121998;Нет схемы;АБСЦЕСС;0
25.12.2020;DE0358626524;Схема №3.6 Рана;ТР ВЫМ;5
25.12.2020;RU3101090118537;Схема №3.6 Рана;ТР ВЫМ;5
25.12.2020;RU3101090130242;Нет схемы;СХ3.6К;0
25.12.2020;RU3101090117787;Схема №3.6 Рана;ТР ВЫМ;5
25.12.2020;RU3111005007416;Схема №3.6 Рана;PRAKTIT;5
26.12.2020;RU3111005048050;Схема №3.6 Рана;НОВООБР;5
26.12.2020;NL0655685849;Схема №3.6 Рана;ТР.СОС3Q;5
26.12.2020;NL0675043889;Схема №3.6 Рана;FOK4K;5
26.12.2020;RU3111005017999;Схема №3.6 Рана;CX3.6;5
26.12.2020;NL0628722359;Схема №3.6 Рана;TRAVMSOS;5
27.12.2020;RU3111005016927;Схема №3.6 Рана;ТР.ВУЛЬВ;5
27.12.2020;NL0615041063;Схема №3.6 Рана;ATROF 1;5
27.12.2020;HU3462116063;Схема №3.6 Рана;CX3.6;5
28.12.2020;NL0675043889;Схема №3.6 Рана;C/C;5
29.12.2020;NL0923857660;Схема №3.6 Рана;РАНЫ НА ХОЛКЕ;5
29.12.2020;DE0361588389;Схема №3.6 Рана;CX3.6;5
29.12.2020;NL0670125788;Схема №3.6 Рана;ATROF2;5
30.12.2020;RU3110204122079;Схема №3.7 Растяжение;РАСТЯЖН;3
30.12.2020;RU3101100546883;Схема №3.6 Рана;ВЕТ+ИНФ;5
02.01.2021;RU3101100502663;Схема №3.6 Рана;ТР.ВУЛЬВ;5
04.01.2021;RU3101100546883;Схема №3.6 Рана;БЕНСТ;5
06.01.2021;RU3110204122094;Схема №3.6 Рана;ТР.ВУЛЬВ;5
08.01.2021;RU3110204122079;Схема №3.6 Рана;ТР.ВУЛЬВ;5
09.01.2021;RU3101100546883;Схема №3.6 Рана;ЦЕФТ;5
12.01.2021;RU3110204120946;Схема №3.6 Рана;ТР.ВУЛЬВ;5
12.01.2021;RU3110204122235;Схема №3.6 Рана;ТР.ВУЛЬВ;5
18.01.2021;RU3110204122189;Схема №3.6 Рана;ТР.ВУЛЬВ;5
19.01.2021;RU3110204122068;Схема №3.6 Рана;ТР.ВУЛЬВ;5
22.01.2021;RU3110204130117;Схема №3.6 Рана;ТР.ХВОСТ;5
23.01.2021;RU3110204122175;Схема №3.6 Рана;ТР.ВУЛЬВ;5
23.01.2021;RU3110204122189;Схема №3.6 Рана;ТР.ВУЛЬВ;5
23.01.2021;RU3110204122304;Схема №3.6 Рана;ТР.ВУЛЬВ;5
25.01.2021;RU3110204120272;Схема №3.6 Рана;ТР.ВУЛЬВ;5
25.01.2021;RU3110204130117;Схема №3.6 Рана;ТР.ХВОСТ;5
26.01.2021;RU3110204140746;Схема №3.6 Рана;ТР.ВУЛЬВ;5
26.01.2021;RU3110204122355;Схема №3.6 Рана;ТР.ВУЛЬВ;5
28.01.2021;RU3110204122175;Схема №3.6 Рана;ТР.ВУЛЬВ;5
28.01.2021;RU3110204123136;Схема №3.6 Рана;БЕНСТ;5
29.01.2021;RU3110204120380;Схема №3.6 Рана;ТР.ВУЛЬВ;5
31.01.2021;RU3110204121138;Схема №3.7 Растяжение;РАСТЯЖН;3
31.01.2021;RU3110204122355;Схема №3.6 Рана;ТР.ВУЛЬВ;5
01.02.2021;RU3110204120615;Схема №3.6 Рана;ТР.ВУЛЬВ;5
01.02.2021;RU3110204122201;Схема №3.6 Рана;ТР.ВУЛЬВ;5
02.02.2021;RU3110204122225;Схема №3.6 Рана;ТР.ВУЛЬВ;5
02.02.2021;RU3110204123136;Схема №3.6 Рана;ЦЕФТИО;5
03.02.2021;RU3110204121217;Схема №3.6 Рана;ТР.ВЫМЕН;5
07.02.2021;RU3110204121589;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.02.2021;RU3110204122225;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.02.2021;RU3110204122358;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.02.2021;RU3110204122370;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.02.2021;RU3110204140500;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.02.2021;RU3110204121341;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.02.2021;RU3110204123136;Схема №3.6 Рана;АЗИТРО;5
08.02.2021;RU3110204121217;Схема №3.6 Рана;ТР.ВЫМЕН;5
08.02.2021;RU3110204123281;Схема №3.6 Рана;БЕНС+ИНФ;5
09.02.2021;RU3110204122370;Схема №3.6 Рана;ТР.ВЫМЕН;5
09.02.2021;RU3110204130568;Схема №3.6 Рана;АБЦЕС;5
09.02.2021;RU3110204121520;Схема №3.6 Рана;ТР.ВУЛЬВ;5
11.02.2021;RU3110204122374;Схема №3.6 Рана;ТР.ВУЛЬВ;5
12.02.2021;RU3110204121589;Схема №3.6 Рана;ТР.ВУЛЬВ;5
14.02.2021;RU3110204120917;Схема №3.7 Растяжение;РАСТЯЖН;3
14.02.2021;RU3110204121520;Схема №3.6 Рана;ТР.ВУЛЬВ;5
14.02.2021;RU3110204122379;Нет схемы;СХ3.6К;0
14.02.2021;RU3110204122370;Схема №3.6 Рана;ТР.ВЫМЕН;5
16.02.2021;RU3110204122277;Схема №3.6 Рана;ТР.ВУЛЬВ;5
16.02.2021;RU3101150108741;Схема №3.6 Рана;ВЫМЯ;5
16.02.2021;NL0625576924;Схема №3.6 Рана;TR.SOS2Q;5
16.02.2021;RU3111005007105;Схема №3.6 Рана;GEMOR3Q;5
17.02.2021;RU3110204122094;Схема №3.6 Рана;ТР.БЕДРА;5
17.02.2021;RU3110204122336;Схема №3.6 Рана;ТР.ВУЛЬВ;5
18.02.2021;RU3110204130442;Схема №3.6 Рана;ТР.ВУЛЬВ;5
18.02.2021;RU3110204122094;Схема №3.6 Рана;СХ3.6;5
18.02.2021;RU3110204120615;Схема №3.6 Рана;АБСЦЕСС;5
18.02.2021;RU3101090129814;Схема №3.7 Растяжение;СХ№3.7;3
18.02.2021;RU3101090119568;Схема №3.7 Растяжение;СХ№3.7;3
18.02.2021;NL0754744117;Схема №3.6 Рана;IOD3Q;5
18.02.2021;DE1504851951;Нет схемы;CX3.7;0
19.02.2021;RU3110204122398;Схема №3.6 Рана;ТР.ВУЛЬВ;5
19.02.2021;RU3111005046015;Схема №3.6 Рана;ТР.ВУЛЬВ;5
19.02.2021;RU3110204122370;Схема №3.6 Рана;ТР.ВЫМЕН;5
19.02.2021;RU3101100548263;Нет схемы;СХ3.6К;0
19.02.2021;RU3101150108842;Схема №3.6 Рана;ВУЛЬВА;5
19.02.2021;RU3101090120675;Схема №3.6 Рана;CX3.6;5
20.02.2021;RU3101100548263;Схема №3.6 Рана;ТР.ВУЛЬВ;5
20.02.2021;RU3110204120615;Схема №3.6 Рана;ТР.ГЛАЗА;5
21.02.2021;RU3110204121362;Схема №3.6 Рана;ТР.ВУЛЬВ;5
21.02.2021;RU3110204122277;Схема №3.6 Рана;ТР.ВУЛЬВ;5
21.02.2021;RU3101100548285;Схема №3.6 Рана;ТР.ВУЛЬВ;5
21.02.2021;RU3101090129814;Схема №3.7 Растяжение;СХ№3.7;3
21.02.2021;NL0728508309;Схема №3.6 Рана;ТРВЫМЕНИ;5
22.02.2021;RU3111005007108;Схема №3.6 Рана;CX3.6;5
22.02.2021;RU3101100548268;Схема №3.6 Рана;CX3.6;5
23.02.2021;RU3101090127333;Схема №3.6 Рана;ВЫМЯ;5
24.02.2021;RU3101090128254;Схема №3.6 Рана;РЕЗИНКА;5
24.02.2021;RU3101090126800;Схема №3.6 Рана;РЕЗИНКА;5
24.02.2021;RU3111005016754;Схема №3.6 Рана;РЕЗИНКА;5
24.02.2021;NL0562221473;Схема №3.6 Рана;1QAGALAK;5
24.02.2021;NL0598730051;Схема №3.6 Рана;S/S;5
24.02.2021;RU3111005048082;Схема №3.6 Рана;SPAIKI;5
25.02.2021;RU3110204122302;Схема №3.6 Рана;ТР.ВУЛЬВ;5
25.02.2021;RU3110204122271;Схема №3.6 Рана;ТР.ВУЛЬВ;5
25.02.2021;RU3110204122301;Схема №3.6 Рана;ТР.ВУЛЬВ;5
25.02.2021;RU3110204120615;Схема №3.6 Рана;ТР.ГЛАЗА;5
25.02.2021;RU3110204130348;Схема №3.6 Рана;ТР.ВУЛЬВ;5
25.02.2021;RU3111005048342;Схема №3.6 Рана;ВУЛЬВАЭ;5
26.02.2021;RU3110204140779;Схема №3.6 Рана;ТР.ВУЛЬВ;5
26.02.2021;RU3110204121623;Схема №3.6 Рана;ТР.ВУЛЬВ;5
26.02.2021;RU3101100548285;Схема №3.6 Рана;ТР.ВУЛЬВ;5
26.02.2021;RU3110204130337;Схема №3.6 Рана;ТР.ВЫМЕН;5
27.02.2021;RU3110204122386;Схема №3.6 Рана;ТР.ВУЛЬВ;5
27.02.2021;RU3110204121265;Схема №3.6 Рана;ТР.ВУЛЬВ;5
27.02.2021;RU3110204121689;Схема №3.6 Рана;ТР.ВУЛЬВ;5
28.02.2021;RU3110204121580;Схема №3.6 Рана;ТР.ВУЛЬВ;5
28.02.2021;RU3110204130971;Схема №3.6 Рана;ТР.ВУЛЬВ;5
01.03.2021;RU3101090119350;Схема №3.6 Рана;ВЛАГАЛИЩ;5
01.03.2021;RU3101090118376;Схема №3.6 Рана;ГПКР;5
01.03.2021;DE0358626524;Схема №3.6 Рана;ГПКР;5
02.03.2021;RU3101090118861;Схема №3.6 Рана;ГПКР;5
02.03.2021;RU3101090120468;Схема №3.6 Рана;ТР ВЛГЩ;5
04.03.2021;RU3110204140584;Схема №3.6 Рана;ТР.ВУЛЬВ;5
04.03.2021;RU3110204121689;Схема №3.6 Рана;ТР.ВУЛЬВ;5
04.03.2021;RU3110204122386;Схема №3.6 Рана;ТР.ВУЛЬВ;5
04.03.2021;RU3110204121265;Схема №3.6 Рана;ТР.ВУЛЬВ;5
05.03.2021;RU3110204130971;Схема №3.6 Рана;ТР.ВУЛЬВ;5
06.03.2021;RU3101090119939;Схема №3.7 Растяжение;ИНФЛАРТ;3
06.03.2021;DE0358626524;Схема №3.6 Рана;ГИПЕРКЕР;5
06.03.2021;RU3101090116901;Схема №3.6 Рана;ВЛАГАЛИШ;5
06.03.2021;RU3110204122410;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.03.2021;RU3101090118861;Схема №3.6 Рана;ГИПЕРКЕР;5
07.03.2021;RU3110204122454;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.03.2021;RU3110204122188;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.03.2021;RU3110204122410;Схема №3.6 Рана;ТР.ГЛАЗА;5
07.03.2021;RU3110204122396;Схема №3.6 Рана;ТР.ВУЛЬВ;5
07.03.2021;RU3110204130337;Схема №3.6 Рана;ТР.СОСКА;5
07.03.2021;RU3101090119568;Схема №3.7 Растяжение;СХ№3.7;3
07.03.2021;DE0360297165;Схема №3.6 Рана;TR.MAKLO;5
07.03.2021;NL0635561295;Схема №3.6 Рана;TRCOCKA;5
07.03.2021;RU3101150166643;Нет схемы;СРЫВ 3К;0
08.03.2021;RU3101090117480;Схема №3.6 Рана;ВЛАГАЛИШ;5
08.03.2021;RU3101090118861;Схема №3.6 Рана;ГПКР;5
08.03.2021;RU3110204122402;Схема №3.6 Рана;ТР.ВУЛЬВ;5
08.03.2021;RU3110204130337;Схема №3.6 Рана;ТР.ВЫМЕН;5
08.03.2021;RU3110204130439;Схема №3.6 Рана;ТР.НОГИ;5
08.03.2021;RU3110204122365;Схема №3.6 Рана;ТР.ВУЛЬВ;5
09.03.2021;DE0358611034;Схема №3.7 Растяжение;ИНФЛАРТ;3
09.03.2021;DE0358676088;Схема №3.6 Рана;ГПКР;5
09.03.2021;RU3101090120364;Схема №3.6 Рана;ТР ВЫМ;5
09.03.2021;RU3101090118232;Схема №3.6 Рана;ТР ВЫМ;5
09.03.2021;RU3101090118622;Схема №3.6 Рана;ТР ВЫМ;5
09.03.2021;RU3101090118669;Схема №3.6 Рана;ТР ВЫМ;5
09.03.2021;RU3110204121689;Схема №3.6 Рана;ТР.ВУЛЬВ;5
10.03.2021;NL0562221473;Схема №3.6 Рана;MOLKAMEN;5
11.03.2021;DE0361091585;Схема №3.6 Рана;ТР ВЫМ;5
13.03.2021;RU3101090118861;Схема №3.6 Рана;ГИПЕР;5
13.03.2021;RU3101090120244;Схема №3.6 Рана;ТР ВЫМ;5
14.03.2021;RU3101090118853;Схема №3.6 Рана;ГИПЕР;5
14.03.2021;RU3101090116663;Схема №3.6 Рана;ТР ВЛАГ;5
14.03.2021;DE0358676088;Схема №3.6 Рана;ГИПЕР;5
15.03.2021;DE0360411470;Схема №3.6 Рана;ТР ВЛАГ;5
16.03.2021;RU3101090120783;Схема №3.6 Рана;ТР ВЛАГ;5
16.03.2021;DE0358690822;Схема №3.6 Рана;ТР ВЫМ;5
16.03.2021;RU3101090118501;Схема №3.6 Рана;ГПКР;5
17.03.2021;RU3101090120617;Схема №3.6 Рана;ТР ВЛАГЛ;5
17.03.2021;DE0358632691;Схема №3.6 Рана;ГЕМОРОГ;5
18.03.2021;RU3101090116740;Схема №3.6 Рана;ТР ВЛАГЛ;5
21.03.2021;RU3101090118501;Схема №3.6 Рана;ГПКР;5
21.03.2021;RU3101090116988;Схема №3.6 Рана;ТР ВЛАГ;5
21.03.2021;DE0358690822;Схема №3.6 Рана;ТР ВЫМ;5
22.03.2021;RU3101090120661;Схема №3.6 Рана;ТР ВЛАГ;5
22.03.2021;RU3101090116874;Схема №3.6 Рана;ТР ВЛАГ;5
22.03.2021;RU3101090109147;Схема №3.6 Рана;ТР ВЛАГ;5
24.03.2021;RU3101090120832;Схема №3.6 Рана;ТР ВЛГЛЩ;5
24.03.2021;RU3101090106778;Схема №3.6 Рана;ГПКР;5
25.03.2021;RU3101090120821;Схема №3.6 Рана;ТР ВЛАГ;5
25.03.2021;RU3101090120734;Схема №3.6 Рана;ТР ВЛАГ;5
27.03.2021;DE0360717267;Схема №3.6 Рана;ТР ВЫМ;5
28.03.2021;RU3101090119589;Схема №3.6 Рана;ТР ВЛАГ;5
30.03.2021;RU3101090120784;Схема №3.6 Рана;ТР ВЛАГ;5
31.03.2021;RU3101090120814;Схема №3.6 Рана;ТР ВЛАГ;5
01.04.2021;RU3101090119697;Схема №3.6 Рана;ТР ВЫМЕН;5
05.04.2021;RU3101090129964;Схема №3.6 Рана;ТР ВЛАГ;5
05.04.2021;RU3110204122487;Схема №3.6 Рана;ТР ВЛАГ;5
07.04.2021;RU3101090120638;Схема №3.6 Рана;ТР ВЛАГ;5
07.04.2021;RU3101090119641;Схема №3.6 Рана;ТР ВЛАГ;5
07.04.2021;RU3101090118345;Схема №3.6 Рана;ГПКР;5
10.04.2021;RU3101090120027;Схема №3.6 Рана;ТР ВЫМ;5
10.04.2021;DE0358644106;Схема №3.6 Рана;ГПКР;5
12.04.2021;DE0360531168;Схема №3.6 Рана;ТР ВЛАГ;5
13.04.2021;NL0751186587;Схема №3.7 Растяжение;СХ3.7;3
14.04.2021;RU3101090120917;Схема №3.6 Рана;АБСЦЕСС;5
15.04.2021;DE0358644106;Схема №3.6 Рана;ГПКР;5
15.04.2021;RU3101090119126;Схема №3.6 Рана;ТР ВЛАГ;5
16.04.2021;RU3110204122367;Схема №3.6 Рана;ТР ВЫМ;5
16.04.2021;RU3101090120924;Схема №3.6 Рана;ТР ВЛАГ;5
16.04.2021;DE0360870648;Схема №3.6 Рана;ТР ВЛАГ;5
16.04.2021;RU3110204122473;Схема №3.6 Рана;ТР ВЛАГ;5
18.04.2021;DE0358690822;Схема №3.6 Рана;ГПКР;5
20.04.2021;RU3101090120830;Схема №3.6 Рана;ТР ВЛАГ;5
23.04.2021;RU3110204122513;Схема №3.6 Рана;ТР ВЛАГ;5
23.04.2021;DE0360545111;Схема №3.6 Рана;ТР ВЛАГ;5
23.04.2021;DE0360789173;Схема №3.6 Рана;ТР ВЛАГ;5
24.04.2021;RU3101090115476;Схема №3.6 Рана;ТР ВЛГЛЩ;5
24.04.2021;DE0359526009;Схема №3.6 Рана;ТР ВЛАГ;5
25.04.2021;RU3101090117304;Схема №3.6 Рана;ТР ВЛГЛЩ;5
26.04.2021;DE0361056983;Схема №3.7 Растяжение;ИНФЛАРТ;3
27.04.2021;DE0358654617;Схема №3.6 Рана;ТР ВЛАГ;5
28.04.2021;DE0360689548;Схема №3.6 Рана;ТР ВЛАГ;5
28.04.2021;DE0359924326;Схема №3.6 Рана;ТР ВЛАГ;5
30.04.2021;RU3101090102502;Схема №3.6 Рана;ТР ВЛАГ;5
30.04.2021;DE0360658234;Схема №3.6 Рана;ТР ВЛАГ;5
30.04.2021;RU3101090120846;Схема №3.6 Рана;ТР ВЛГЛЩ;5
01.05.2021;RU3101090129915;Схема №3.6 Рана;ТР ВЛГЛЩ;5
02.05.2021;RU3101090116874;Схема №3.6 Рана;ТР СОСКА;5
02.05.2021;RU3101090129914;Схема №3.6 Рана;ТР ВЛГЛЩ;5
02.05.2021;DE0361056983;Схема №3.6 Рана;АРТРОЗ;5
02.05.2021;RU3101090118793;Схема №3.6 Рана;ГПКР;5
03.05.2021;RU3101090119142;Схема №3.6 Рана;ГПКР;5
04.05.2021;RU3101090125877;Схема №3.6 Рана;ГПКР;5
04.05.2021;RU3101090118832;Схема №3.6 Рана;ГПКР;5
04.05.2021;RU3101090120489;Схема №3.6 Рана;АБСЦ;5
05.05.2021;RU3101090120797;Схема №3.6 Рана;ТР ВЫМ;5
05.05.2021;RU3110204122501;Схема №3.6 Рана;ТР ВЫМ;5
08.05.2021;RU3101090119142;Схема №3.6 Рана;ГПКР;5
09.05.2021;DE0361056983;Схема №3.6 Рана;АРТРОЗ;5
09.05.2021;RU3101090120489;Схема №3.6 Рана;АБСЦЕСС;5
10.05.2021;RU3101090116356;Схема №3.7 Растяжение;ИНФЛАРТ;3
10.05.2021;RU3101090117056;Схема №3.6 Рана;НЕ ДРЕНЧ;5
10.05.2021;DE0358620711;Схема №3.6 Рана;НЕ ДРЕНЧ;5
16.05.2021;RU3101090118078;Схема №3.6 Рана;АГАЛ0.25;5
16.05.2021;DE0358617546;Схема №3.6 Рана;КОНТПУТС;5
17.05.2021;RU3101090116968;Схема №3.6 Рана;ТРАВВЛАГ;5
18.05.2021;RU3101090119736;Схема №3.6 Рана;ТРАВВЫМЕ;5
18.05.2021;RU3101090125113;Схема №3.6 Рана;АТРОФ3Q;5
21.05.2021;RU3110204122840;Схема №3.6 Рана;ВЛАГАЛИЩ;5
23.05.2021;RU3101090118470;Схема №3.7 Растяжение;ИНФЛАРТ;3
23.05.2021;RU3101090106778;Схема №3.6 Рана;ТР ВЫМЕН;5
23.05.2021;DE0540157371;Схема №3.6 Рана;ТР СОСКА;5
23.05.2021;RU3101090119736;Схема №3.6 Рана;ТР ВЫМЕН;5
25.05.2021;RU3110204122473;Схема №3.6 Рана;УЗК СОСК;5
01.06.2021;RU3101090118623;Схема №3.7 Растяжение;ИНФЛАРТ;3
02.06.2021;RU3101090120453;Схема №3.6 Рана;ТР ВЫМ;5
03.06.2021;RU3101090127431;Схема №3.6 Рана;ТР ВЫМ;5
04.06.2021;RU3101090120578;Схема №3.6 Рана;ПЕРИТОН;5
05.06.2021;RU3101090118623;Схема №3.7 Растяжение;ИНФЛАРТ;3
06.06.2021;RU3101090120720;Схема №3.6 Рана;ТР ВЫМ;5
08.06.2021;RU3101090120784;Схема №3.6 Рана;КЕРАТИТ;5
11.06.2021;RU3101090120744;Схема №3.6 Рана;БРАК НД;5
11.06.2021;RU3101090119736;Схема №3.6 Рана;ТР ВЫМЕН;5
11.06.2021;RU3101090116631;Схема №3.6 Рана;ТР ВЛГЛЩ;5
14.06.2021;RU3101090120784;Схема №3.6 Рана;КЕРАТИТ;5
14.06.2021;RU3101090117024;Схема №3.6 Рана;КЕРАТИТ;5
18.06.2021;RU3101090119859;Схема №3.6 Рана;ВЛАГАЛИЩ;5
18.06.2021;RU3101090120832;Схема №3.6 Рана;ТУГОДОЙ;5
19.06.2021;RU3101090120578;Схема №3.6 Рана;СХ3.6;5
21.06.2021;RU3101090120784;Схема №3.6 Рана;КЕРАТИТ;5
28.06.2021;RU3101090120832;Схема №3.6 Рана;ТУГОДОЙ;6
28.06.2021;RU3101090119015;Схема №3.6 Рана;ТУГОДОЙ;6
28.06.2021;RU3101090119015;Нет схемы;ТУГОДОЙ;0
28.06.2021;RU3101090120832;Нет схемы;ТУГОДОЙ;0
29.06.2021;RU3101090120578;Схема №3.6 Рана;СПАЙКИ;6
29.06.2021;RU3101090120578;Нет схемы;СПАЙКИ;0
01.07.2021;RU3110204122456;Схема №3.6 Рана;АБСЦЕСС;6
01.07.2021;RU3110204122456;Нет схемы;АБСЦЕСС;0
